str_1164|Dummy first line
str_id_462|如 果 你 再 一 直 盯 着 我，那 你 就 活 不 了 多 久。
str_id_463|你 想 干 什 么？
str_id_464|吱————————！
str_id_465|需 要 我 帮 忙 吗，陌 生 人？{reg33?:}
str_id_466|向 你 致 意，旅 人。你 看 来 是 位 久 经 战 阵 的 人—— 需 要 一 些 骑 兵 吗？{reg33?:}{reg33?:}
str_id_467|哦！朋 友，你 近 日 可 打 算 离 开 城 镇？{reg33?:}
str_id_468|你 想 和 我 谈 谈？
str_id_469|你 最 好 真 有 理 由 来 打 扰 我。
str_id_470|你 最 好 有 要 紧 事，要 不 然 我 就 让 你 上 绞 架 跳 一 曲 麻 绳 舞。
str_id_471|求 你 帮 帮 我。
str_id_472|日 安，{reg33?女 士 :先 生 }。
str_id_473|是，是，我 知 道 了。不 必 道 谢。
str_id_474|这 是 个 危 险 的 世 道，对 吧，旅 人？{reg33?:}
str_id_475|嗨，旅 人！愿 意 陪 我 喝 上 一 杯—— 或 者 十 杯 吗？{reg33?:}
str_id_476|真 没 想 到 会 在 世 界 的 这 个 角 落 遇 见 你。
str_id_477|我 看 到 你 的 队 伍 在 外 面。
str_id_478|什 么？
str_id_479|你 是 来 找 麻 烦 的？我 已 经 有 一 阵 子 没 杀 人 了。
str_id_480|日 安，{reg33?女 士 :先 生 }。
str_id_481|你 总 算 来 了。
str_id_482|你 总 算 来 了。
str_id_483|你 总 算 来 了。
str_id_484|你 总 算 来 了。
str_id_485|你 总 算 来 了。
str_id_486|你 总 算 来 了。
str_id_487|你 总 算 来 了。
str_id_488|你 总 算 来 了。
str_id_489|你 总 算 来 了。
str_id_490|你 总 算 来 了。
str_id_491|你 总 算 来 了。
str_id_492|你 总 算 来 了。
str_id_493|你 总 算 来 了。
str_id_494|你 总 算 来 了。
str_id_495|你 总 算 来 了。
str_id_496|你 总 算 来 了。
str_id_497|你 总 算 来 了。
str_id_498|你 总 算 来 了。
str_id_499|你 总 算 来 了。
str_id_500|你 总 算 来 了。
str_id_501|你 总 算 来 了。
str_id_502|你 总 算 来 了。
str_id_503|你 总 算 来 了。
str_id_504|你 总 算 来 了。
str_id_505|你 总 算 来 了。
str_id_506|你 总 算 来 了。
str_id_507|你 总 算 来 了。
str_id_508|你 总 算 来 了。
str_id_509|你 总 算 来 了。
str_id_510|你 总 算 来 了。
str_id_511|你 总 算 来 了。
str_id_512|你 总 算 来 了。
str_id_513|你 总 算 来 了。
str_id_514|你 总 算 来 了。
str_id_515|你 总 算 来 了。
str_id_516|你 总 算 来 了。
str_id_517|你 总 算 来 了。
str_id_518|你 总 算 来 了。
str_id_519|你 总 算 来 了。
str_id_520|你 总 算 来 了。
str_id_521|幸 会，幸 会……
str_id_522|你 总 算 来 了。
str_id_523|你 总 算 来 了。
str_id_524|你 总 算 来 了。
str_id_525|你 总 算 来 了。
str_id_526|嘘，别 引 人 注 意。
str_id_527|嘘，别 引 人 注 意。
str_id_528|嘘，别 引 人 注 意。
str_id_529|嘘，别 引 人 注 意。
str_id_530|嘘，别 引 人 注 意。
str_id_531|你 总 算 来 了。
str_id_532|你 总 算 来 了。
str_id_533|你 总 算 来 了。
str_id_534|你 总 算 来 了。
str_id_535|你 总 算 来 了。
str_id_536|你 总 算 来 了。
str_id_537|你 总 算 来 了。
str_id_538|你 总 算 来 了。
str_id_539|你 总 算 来 了。
str_id_540|你 总 算 来 了。
str_id_541|勉 强 祝 你 日 安。
str_id_542|只 有 傻 瓜 才 不 会 让 你 加 入 我 的 冒 险 小 队。
str_id_543|没 错。我 率 领 着 一 支 勇 猛 的 战 士 队 伍，世 上 没 有 我 们 不 敢 踏 足 的 土 地。
str_id_544|战 争 的 确 流 淌 在 我 的 血 液 里，但 在 这 片 土 地 上，谁 又 能 置 身 事 外？不 过，你 对 我 的 营 生 又 知 道 多 少？
str_id_545|我 从 未 被 兽 人 叫 过 {reg33?女 士 :先 生 }。
str_id_546|一 名 杀 人 利 落 的 高 手，我 当 然 用 得 上。
str_id_547|我 想 走 哪 条 路 就 走 哪 条。看 来 你 自 己 也 走 过 不 少 地 方。
str_id_548|不 必 了。我 可 不 会 从 陌 生 人 手 里 买 魔 法 药 剂。
str_id_549|多 谢……等 等！你 刚 塞 进 外 套 里 的，不 是 我 的 武 器 吗？
str_id_550|我 想 我 会 坐 下。你 自 己 不 也 是 位 骑 士 吗？
str_id_551|我 不 是 在 盯 着 你。我 正 为 自 己 的 远 征，从 世 界 各 地 招 募 最 出 色 的 战 士。
str_id_552|你 是 谁？有 什 么 事 吗？
str_id_553|你 说 什 么？
str_id_554|你 看 来 颇 有 本 事。说 说 你 的 经 历 吧。
str_id_555|也 许 用 得 上。你 都 有 些 什 么 本 领？
str_id_556|我 是。这 关 你 什 么 事？
str_id_557|是。说 说 你 的 经 历。
str_id_558|你 还 真 是 一 本 正 经，不 是 吗？
str_id_559|那 你 最 好 赶 紧 说 清 楚，到 底 有 什 么 要 紧 事。
str_id_560|有 什 么 我 能 效 劳 的？
str_id_561|日 安。什 么 风 把 你 吹 来 了？
str_id_562|我 不 明 白 你 的 意 思。
str_id_563|确 实 如 此，而 你 看 来 也 是 个 危 险 的 战 士。
str_id_564|我 正 好 有 些 空 闲，何 乐 而 不 为。
str_id_565|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_566|什 么？我 的 部 队？
str_id_567|你 用 这 种 口 气 说 话，哪 个 佣 兵 还 找 得 到 活 干？
str_id_568|我 要 找 的 是 打 手，不 是 麻 烦。“有 一 阵 子”究 竟 是 多 久？
str_id_569|这 口 音 真 奇 怪。你 看 来 像 位 古 墓 王，却 不 像 尼 赫 喀 拉 人。
str_id_570|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_571|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_572|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_573|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_574|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_575|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_576|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_577|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_578|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_579|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_580|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_581|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_582|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_583|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_584|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_585|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_586|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_587|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_588|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_589|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_590|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_591|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_592|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_593|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_594|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_595|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_596|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_597|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_598|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_599|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_600|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_601|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_602|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_603|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_604|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_605|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_606|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_607|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_608|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_609|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_610|怎 么 了，野 兽 人？
str_id_611|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_612|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_613|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_614|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_615|你 在 做 什 么？
str_id_616|你 在 做 什 么？
str_id_617|你 在 做 什 么？
str_id_618|你 在 做 什 么？
str_id_619|你 在 做 什 么？
str_id_620|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_621|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_622|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_623|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_624|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_625|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_626|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_627|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_628|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_629|抱 歉，我 们 见 过 吗？{reg33?:}
str_id_630|听 起 来 今 天 可 不 怎 么 好。没 出 什 么 事 吧？
str_id_631|是 我 失 礼 了，屠 夫 大 师。我 这 就 离 开，万 分 抱 歉。
str_id_632|是 的，但 我 可 不 想 讨 论 我 的 工 作。
str_id_633|那 就 什 么 都 别 说 了。再 会。
str_id_634|倒 也 不 是。
str_id_635|只 和 我 信 得 过 的 人。
str_id_636|这 种 事 我 一 个 字 也 不 会 告 诉 你。
str_id_637|我 不 是 那 种 会 被 奇 幻 故 事 骗 倒 的 人。
str_id_638|那 就……多 谢 了。
str_id_639|我 不 会 与 轻 蔑 正 直 之 人 的 家 伙 同 桌 饮 酒。
str_id_640|我 没 盯 着 你，只 是 恰 好 路 过。
str_id_641|没 什 么，只 是 路 过。
str_id_642|你 那 尖 声 哀 号 简 直 是 在 糟 蹋 我 的 耳 朵。
str_id_643|不，我 不 需 要 你 帮 忙。
str_id_644|眼 下 不 必。日 安。
str_id_645|管 好 你 自 己 的 事，先 生。
str_id_646|没 有。走 开。
str_id_647|实 际 上 是 你 这 家 伙 在 打 扰 我。
str_id_648|没 什 么 要 紧 事。继 续 喝 你 的 黑 杰 克 吧。
str_id_649|恐 怕 我 没 时 间。
str_id_650|确 实 是 个 好 日 子。
str_id_651|疯 狂 确 实 是 最 奇 怪 的 折 磨。
str_id_652|没 错。所 以 你 最 好 少 管 闲 事。
str_id_653|没 门！老 头 你 真 臭！
str_id_654|也 许 吧，但 我 希 望 我 们 没 有 见 过。
str_id_655|少 管 闲 事。
str_id_656|我 与 你 这 食 人 魔 无 话 可 说。
str_id_657|我 完 全 不 想 惹 麻 烦，这 就 离 开。
str_id_658|我 与 亡 灵 无 话 可 说。
str_id_659|没 兴 趣。{reg33?:}
str_id_660|没 兴 趣。{reg33?:}
str_id_661|没 兴 趣。{reg33?:}
str_id_662|没 兴 趣。{reg33?:}
str_id_663|没 兴 趣。{reg33?:}
str_id_664|没 兴 趣。{reg33?:}
str_id_665|没 兴 趣。{reg33?:}
str_id_666|没 兴 趣。{reg33?:}
str_id_667|没 兴 趣。{reg33?:}
str_id_668|没 兴 趣。{reg33?:}
str_id_669|没 兴 趣。{reg33?:}
str_id_670|没 兴 趣。{reg33?:}
str_id_671|没 兴 趣。{reg33?:}
str_id_672|没 兴 趣。{reg33?:}
str_id_673|没 兴 趣。{reg33?:}
str_id_674|没 兴 趣。{reg33?:}
str_id_675|没 兴 趣。{reg33?:}
str_id_676|没 兴 趣。{reg33?:}
str_id_677|没 兴 趣。{reg33?:}
str_id_678|没 兴 趣。{reg33?:}
str_id_679|没 兴 趣。{reg33?:}
str_id_680|没 兴 趣。{reg33?:}
str_id_681|没 兴 趣。{reg33?:}
str_id_682|没 兴 趣。{reg33?:}
str_id_683|没 兴 趣。{reg33?:}
str_id_684|没 兴 趣。{reg33?:}
str_id_685|没 兴 趣。{reg33?:}
str_id_686|没 兴 趣。{reg33?:}
str_id_687|没 兴 趣。{reg33?:}
str_id_688|没 兴 趣。{reg33?:}
str_id_689|没 兴 趣。{reg33?:}
str_id_690|没 兴 趣。{reg33?:}
str_id_691|没 兴 趣。{reg33?:}
str_id_692|没 兴 趣。{reg33?:}
str_id_693|没 兴 趣。{reg33?:}
str_id_694|没 兴 趣。{reg33?:}
str_id_695|没 兴 趣。{reg33?:}
str_id_696|没 兴 趣。{reg33?:}
str_id_697|没 兴 趣。{reg33?:}
str_id_698|没 兴 趣。{reg33?:}
str_id_699|滚 开，卑 贱 的 乞 丐。
str_id_700|没 兴 趣。{reg33?:}
str_id_701|没 兴 趣。{reg33?:}
str_id_702|没 兴 趣。{reg33?:}
str_id_703|没 兴 趣。{reg33?:}
str_id_704|没 兴 趣。{reg33?:}
str_id_705|没 兴 趣。{reg33?:}
str_id_706|没 兴 趣。{reg33?:}
str_id_707|没 兴 趣。{reg33?:}
str_id_708|没 兴 趣。{reg33?:}
str_id_709|没 兴 趣。{reg33?:}
str_id_710|没 兴 趣。{reg33?:}
str_id_711|没 兴 趣。{reg33?:}
str_id_712|没 兴 趣。{reg33?:}
str_id_713|没 兴 趣。{reg33?:}
str_id_714|没 兴 趣。{reg33?:}
str_id_715|没 兴 趣。{reg33?:}
str_id_716|没 兴 趣。{reg33?:}
str_id_717|没 兴 趣。{reg33?:}
str_id_718|没 兴 趣。{reg33?:}
str_id_719|确 实 是 个 好 日 子。
str_id_720|你 看 起 来 不 太 像 冒 险 者……嗯……{reg33?:}
str_id_721|你 的 队 伍 引 起 我 的 兴 趣。
str_id_722|你 的 队 伍 进 城 时，我 特 地 打 听 了 一 番。听 说 你 是 位 勇 猛 的 战 士，正 在 寻 找 同 样 有 本 事 的 人 加 入 麾 下。
str_id_723|是 啊，看 来 谁 都 忘 不 了 我 身 上 缺 少 的 那 股“兽 人 味”。
str_id_724|那 么，你 的 钱 最 该 花 在 刺 客 瑞 普 尼 吱 身 上。
str_id_725|这 片 广 袤 大 地 的 每 一 个 角 落，我 都 曾 踏 足。我 是 马 提 亚 斯·图 尔 曼，猎 魔 人 大 师。
str_id_726|我 不 是 在 卖 药 剂。我 是 要 亲 自 上 战 场 为 你 效 力，也 顺 便 向 你 推 荐 我 的 人。
str_id_727|啊，被 你 看 穿 了。我 平 时 没 这 么 生 疏，只 是 吃 光 史 吉 兹 尔 的 山 羊 奶 酪 后 有 点 不 舒 服，害 得 我 发 挥 失 常。
str_id_728|我 是 骑 士，却 不 信 奉 骑 士 道 或 荣 誉 之 类 软 弱 而 压 抑 的 戒 律。它 们 只 会 欺 骗 男 人 服 从，压 制 真 正 男 人 与 生 俱 来、理 所 应 当 的 欲 望。
str_id_729|宏 大 远 征 总 少 不 了 无 数 战 斗 与 鲜 血—— 那 正 是 我 活 着 的 意 义。
str_id_730|我 不 明 白 你 为 何 要 问，不 过 既 然 一 定 想 知 道：我 叫 艾 凯 迪，是 暗 精 灵 舰 队 的 指 挥 官。
str_id_731|斯 奎 兹，斯 奎 兹，唔 唔 唔 啪...臭 虫 就 是 我，唔 唔 唔...
str_id_732|我 是 阿 里 斯 蒂 德 爵 士，曾 在 里 昂 柯 尔 国 王 的 宫 廷 中 担 任 骑 士。
str_id_733|我 叫 梅 菲 林，是 一 名 技 艺 娴 熟 的 骑 射 手。我 曾 在 旧 世 界 的 艾 利 瑞 恩 巡 逻，搜 寻 敌 踪，因 此 也 很 擅 长 侦 察。
str_id_734|我 想 找 个 人 一 起 旅 行、探 索 和 分 享 故 事，你 看 起 来 像 是 我 要 找 的 伙 伴。
str_id_735|其 实 没 什 么 故 事。我 这 一 辈 子 都 在 遭 人 嘲 笑 和 奚 落。史 基 佐—— 这 就 是 我 的 名 字。
str_id_736|我 当 然 认 真。外 面 是 个 残 酷 的 世 界，容 不 下 无 聊 的 儿 戏。
str_id_737|冒 险、欢 乐、追 猎 的 刺 激，以 及 迎 着 危 险 驰 骋 大 海—— 这 些 才 是 我 在 意 的 东 西。
str_id_738|我 的 名 字 是 那 克 瓦 查，我 完 全 迷 路 了。
str_id_739|我 只 是 暂 时 停 下 寻 宝，给 自 己 一 个 机 会，把 辛 苦 弄 来 的 财 富 好 好 挥 霍 一 番。
str_id_740|抱 歉，伙 计。我 还 以 为 你 是 又 一 个 特 地 来 感 谢 我 酿 出 心 爱 美 酒 的 酒 客。{reg33?:}
str_id_741|我 和 我 的 族 人 一 样，生 来 就 是 为 了 毁 灭。现 在 没 人 敢 挡 我 的 路。
str_id_742|我 以 前 也 是 跑 海 的，常 年 从 港 口 出 航。可 海 上 的 酒 实 在 太 少 了，懂 我 的 意 思 吧，船 长？哈 哈 哈！所 以 现 在 我 大 多 待 在 陆 地 上。
str_id_743|没 有。不 过 你 走 遍 这 片 大 地 时，我 曾 多 次 跟 踪 你 的 队 伍，对 你 的 行 踪 相 当 熟 悉。
str_id_744|他 们 看 来 还 算 像 样，不 过 仍 需 要 更 多 训 练。
str_id_745|我 可 不 是 佣 兵。你 竟 敢 这 么 说，还 没 被 我 折 成 两 截，算 你 走 运。和 大 多 数 食 人 魔 一 样，我 年 轻 时 确 实 当 过 佣 兵，但 后 来 早 已 去 追 求 更 伟 大 的 事 业。
str_id_746|两 个 小 时 前。我 在 城 门 杀 了 一 个 胆 敢 向 我 收 过 路 费 的 守 卫。可 惜 此 后 一 直 没 再 找 到 机 会。
str_id_747|因 为 我 根 本 不 是 尼 赫 喀 拉 人。我 是 帝 国 领 主—— 或 者 该 说，曾 经 是。
str_id_748|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_749|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_750|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_751|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_752|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_753|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_754|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_755|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_756|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_757|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_758|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_759|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_760|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_761|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_762|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_763|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_764|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_765|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_766|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_767|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_768|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_769|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_770|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_771|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_772|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_773|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_774|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_775|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_776|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_777|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_778|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_779|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_780|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_781|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_782|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_783|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_784|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_785|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_786|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_787|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_788|我 被 赶 出 了 我 的 兽 群。他 们 叫 我“无 用 的 阿 祖 罗 克”。
str_id_789|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
str_id_790|我 在 寻 找 一 位 能 带 给 我 荣 耀 与 财 富 的 领 袖。
