dlga_1164|Dummy first line
dlga_id:close_window_52|算 了。
dlga_id:ramun_introduce_3|商 人？没 错，我 当 然 是。不 过 我 的 货 物 与 众 不 同：每 天 得 喂 食 饮 水 两 次，而 且 只 要 我 一 转 身，它 们 就 会 试 着 逃 跑。
dlga_id:ramun_introduce_4|牲 口？
dlga_id:ramun_introduce_5|差 不 多。我 喜 欢 称 自 己 为“让 海 上 每 一 艘 船 继 续 前 进 的 人”。你 看，船 要 靠 桨，桨 要 靠 人 拉；没 人 拉 桨，船 就 走 不 了。这 便 是 我 的 买 卖。
dlga_id:ramun_introduce_6|桨 帆 奴 隶。
dlga_id:ramun_introduce_7|这 回 你 明 白 了！这 样 的 贸 易 港 离 不 开 他 们。每 次 航 行 总 会 折 损 几 个 桨 手，所 以 需 求 永 远 旺 盛。船 长 们 都 会 来 找 我，而 且 出 手 阔 绰。
dlga_id:ramun_introduce_8|这 些 奴 隶 从 哪 里 来？
dlga_id:ramun_introduce_9|大 多 是 我 从 官 府 手 中 买 来 的 服 刑 囚 犯，也 有 各 国 的 战 俘 被 送 到 这 里—— 因 为 我 的 价 钱 最 高。偶 尔，我 也 会 从 私 掠 船 长 和 其 他……“个 人”手 中 收 货。干 这 一 行，没 法 对 货 源 挑 三 拣 四。你 身 边 该 不 会 正 好 带 着 俘 虏 吧？
dlga_id:ramun_introduce_10|我？
dlga_id:ramun_introduce_11|为 什 么 不 呢？只 要 你 走 出 城 门，迟 早 会 和 人 刀 剑 相 向；若 诸 神 眷 顾，你 自 然 会 胜 出。既 然 如 此，何 不 顺 便 多 赚 一 笔？活 捉 敌 人，把 他 们 带 给 我，每 个 我 付 50枚 金 币。不 论 他 们 是 谁、来 自 哪 里，我 都 不 在 乎。
dlga_id:ramun_introduce_12|嗯，我 会 考 虑。
dlga_id:close_window_53|好 好 考 虑！这 买 卖 有 的 是 钱 赚，绝 不 会 错；赚 到 的 银 子 足 够 你 我 分 了。
dlga_id:ramun_talk|你 好，{playername}。
dlga_id:ramun_talk_2|还 有 别 的 事 吗？
dlga_id:ramun_sell_prisoners|拉 蒙，我 带 来 了 一 些 俘 虏。想 看 看 吗？
dlga_id:ramun_sell_prisoners_all|我 想 卖 掉 身 边 所 有 俘 虏。
dlga_id:ramun_sell_prisoners_all_2|这 {reg0}名 {reg2?囚 犯:囚 犯} 我 全 收 了，出 价 {reg1}枚 金 币。成 交 吗？
dlga_id:ramun_sell_prisoners_2|成 交。
dlga_id:ramun_pre_talk|让 我 再 想 想。
dlga_id:ramun_sell_prisoners_2_2|让 我 看 看 你 带 来 了 什 么……
dlga_id:close_window_54|与 你 做 生 意 真 是 痛 快。
dlga_id:ramun_ask_about_capturing|该 如 何 活 捉 敌 人？
dlga_id:ramun_ask_about_capturing.1|能 再 讲 一 遍 如 何 俘 虏 敌 人 吗？
dlga_id:ramun_have_blunt_weapon|你 是 头 一 回 干 这 个，对 吧？我 说 简 单 些。想 抓 活 口，就 得 用 战 锤 或 棍 棒 之 类 的 钝 器 把 人 打 昏，而 不 是 用 剑 把 他 开 膛。这 样，他 只 会 昏 睡 一 阵，而 不 会 流 血 而 死。懂 了 吗？我 猜 你 身 上 带 着 钝 器 吧……{reg33?:}
dlga_id:ramun_have_blunt_weapon_yes|当 然。
dlga_id:ramun_have_blunt_weapon_no|说 实 话，我 没 有。
dlga_id:ramun_ask_about_capturing_2|很 好。接 下 来 只 要 用 钝 器 把 那 倒 霉 鬼 打 倒，战 斗 结 束 后 再 给 他 戴 上 镣 铐。贵 族 之 类 的 人 通 常 护 甲 厚 实，用 什 么 武 器 区 别 不 大；但 普 通 暴 徒 若 挨 上 利 刃，很 快 就 会 像 被 宰 的 猪 一 样 血 流 不 止。我 对 货 物 没 多 少 要 求，不 过 买 下 他 们 时，他 们 必 须 还 喘 着 气。
dlga_id:ramun_have_blunt_weapon_no_2|没 有？嘿，那 你 今 天 走 运 了。我 这 里 正 好 有 根 准 备 扔 掉 的 旧 棍 棒。虽 然 有 些 破 损，但 把 人 砸 到 动 弹 不 得 还 是 绰 绰 有 余。来，拿 去 吧。
dlga_id:ramun_have_blunt_weapon_yes_2|多 谢，拉 蒙。或 许 我 可 以 试 试。
dlga_id:ramun_ask_about_capturing_2_2|好 吧，我 再 说 简 单 些。想 抓 活 口，就 用 战 锤、棍 棒 之 类 的 钝 器 把 人 击 昏，别 拿 刀 剑 把 他 放 血 放 死，明 白 了 吗？^贵 族 之 类 的 大 人 物 通 常 护 甲 厚 实，用 什 么 武 器 区 别 不 大；但 普 通 暴 徒 可 没 有 那 样 的 防 护。用 利 刃 砍 中 他，他 很 可 能 像 被 宰 的 猪 一 样 迅 速 流 血 而 死。
dlga_id:ramun_ask_about_capturing_3|好，我 想 我 明 白 了。还 有 别 的 吗？
dlga_id:ramun_ask_about_capturing_4|当 然，事 情 没 有 听 起 来 那 么 简 单。钝 器 不 如 利 刃 致 命，也 就 不 能 那 么 快 击 倒 敌 人。相 信 我，荒 野 上 的 那 些 渣 滓 只 要 有 机 会，恨 不 得 当 场 宰 了 你；别 指 望 他 们 看 见 你 拿 棍 棒 而 非 长 剑，就 会 对 你 手 下 留 情。^再 者，押 送 俘 虏 会 拖 慢 整 支 队 伍。因 此，有 些 人 战 斗 结 束 后 干 脆 把 俘 虏 放 了。简 直 疯 了—— 谁 会 把 到 手 的 银 子 白 白 扔 掉？
dlga_id:ramun_ask_about_capturing_5|就 这 些 吗？
dlga_id:ramun_ask_about_capturing_7|还 有 最 后 一 件 事。安 全 看 管 俘 虏 并 不 容 易，本 身 便 是 一 门 本 领。若 想 俘 虏 大 批 敌 人，就 得 亲 自 学 会 其 中 门 道；否 则，你 连 一 个 抓 来 的 家 伙 都 未 必 看 得 住。
dlga_id:ramun_pre_talk_2|多 谢，我 会 记 住。
dlga_id:ramun_buy|（作 弊）你 也 出 售 这 些“牲 口”吗？
dlga_id:ramun_leave|我 该 上 路 了。
dlga_id:close_window_55|记 住，只 要 有 俘 虏，就 带 来 给 我。每 一 个 我 都 会 出 个 好 价 钱。
dlga_id:ramun_buy_2|（作 弊）我 听 说 你 手 里 有 兵。
dlga_id:ramun_faction|当 然。你 想 要 哪 一 种？
dlga_id:ramun_select|请 给 我 一 些 {s1}。
dlga_id:close_window_56|算 了。
dlga_id:ramun_troops|这 么 说，你 想 要 一 些 {s1} 的 部 队？
dlga_id:ramun_select_2|{s2}
dlga_id:ramun_buy_3|换 一 种 兵 种 试 试。
dlga_id:close_window_57|记 住，只 要 有 俘 虏，就 带 来 给 我。每 一 个 我 都 会 出 个 好 价 钱。
dlga_id:markas_introduce_1|日 安，旅 人。
dlga_id:markas_introduce_2|日 安，法 师。在 新 世 界 的 酒 馆 里 见 到 你 这 样 的 人，倒 真 稀 奇。
dlga_id:close_window_58|算 了。
dlga_id:markas_introduce_3|确 实 少 见，不 过 我 从 来 不 是 循 规 蹈 矩 的 人。况 且，既 然 做 的 是 商 人 生 意，除 去 领 主 们 的 宴 会，酒 馆 与 市 场 便 是 最 适 合 待 的 地 方—— 可 惜 我 从 未 收 到 过 宴 会 邀 请。
dlga_id:markas_introduce_4|商 人？
dlga_id:markas_introduce_5|没 错，商 人。有 些 国 王 与 领 主 总 爱 炫 耀 自 己 拥 有 的 魔 法 武 器 和 盔 甲，仿 佛 这 些 珍 宝 全 被 他 们 垄 断，世 间 再 无 不 为 人 知 的 勇 士 持 有 此 等 物 品。而 我，朋 友，正 是 让 他 们 的 谎 言 不 攻 自 破 的 人。
dlga_id:markas_introduce_6|魔 法 物 品？我 还 以 为 每 一 件 都 已 有 明 确 下 落。
dlga_id:markas_introduce_7|不，那 只 是 领 主 们 编 造 的 谎 言，目 的 是 阻 止 普 通 人 寻 找 这 些 宝 物。当 芸 芸 众 生 对 它 们 一 无 所 知 时，领 主 们 仍 在 四 处 搜 寻 余 下 的 魔 法 物 品—— 可 惜，我 抢 在 他 们 之 前 找 到 了。
dlga_id:markas_introduce_8|你 就 这 样 在 他 们 眼 皮 底 下 出 售 这 些 东 西？
dlga_id:markas_introduce_9|领 主 们 从 不 把 酒 馆 里 的 平 民 放 在 眼 里，所 以 我 在 这 里 很 安 全，也 会 谨 慎 挑 选 买 家。即 便 事 情 败 露，我 也 完 全 有 能 力 自 保。说 实 话，若 只 图 钱 财，直 接 卖 给 领 主 反 而 赚 得 更 多。可 除 了 少 数 令 我 由 衷 敬 佩 的 人，我 早 已 厌 倦 这 个 世 界 的 大 多 数 领 主：他 们 自 私 自 利，又 与 自 己 的 同 胞 相 隔 太 远。我 更 愿 意 把 珍 宝 卖 给 名 声 不 显、却 同 样 勇 敢 的 战 士，也 许 还 能 帮 助 一 个 真 正 值 得 的 人 登 上 巅 峰。
dlga_id:markas_introduce_10|你 会 选 择 怎 样 的 买 家？
dlga_id:markas_introduce_11|勇 敢 者、强 者，以 及 已 经 证 明 自 己 配 得 上 这 些 物 品 的 人。我 最 不 愿 见 到 的，就 是 把 宝 物 卖 给 一 个 徒 有 胆 气 的 弱 者，看 他 很 快 丧 命，又 让 珍 宝 落 入 我 不 愿 见 到 的 人 手 中。我 一 向 善 于 识 人，通 常 看 得 出 谁 将 来 能 成 就 大 事。有 些 物 品 古 老 而 强 大，绝 不 能 随 意 买 卖。
dlga_id:markas_introduce_12|这 些 物 品 会 在 旅 途 中 助 我 良 多。
dlga_id:markas_talk|你 对 我 的 收 藏 有 兴 趣？
dlga_id:markas_talk_2|日 安，{playername}。有 兴 趣 看 看 我 的 魔 法 物 品 吗？
dlga_id:markas_buy|好，让 我 看 看 你 出 售 的 货 物。
dlga_id:markas_trade_completed|当 然，{playername}。
dlga_id:markas_talk_3|还 有 别 的 事 吗？
dlga_id:close_window_59|没 事 了，多 谢。
dlga_id:markas_medals|依 我 看，你 目 前 的 本 领 还 不 足 以 拥 有 我 的 珍 藏。等 学 到 更 多 东 西 后 再 来，或 者 用 赢 得 10场 竞 技 大 会 来 证 明 自 己。你 已 经 赢 过 10场 竞 技 大 会 了 吗？
dlga_id:markas_medals_2|当 然。
dlga_id:markas_medals_3|你 是 一 位 伟 大 的 战 士，配 得 上 这 些 强 大 的 物 品。
dlga_id:markas_trade_completed_2|它 们 会 引 领 我 走 向 胜 利。
dlga_id:close_window_60|不，我 还 没 有 赢 过 那 么 多 场 竞 技 大 会。
dlga_id:cyrus_introduce_1|日 安，旅 人。
dlga_id:cyrus_introduce_2|日 安，法 师。在 新 世 界 的 酒 馆 里 见 到 你 这 样 的 人，倒 真 稀 奇。
dlga_id:close_window_61|算 了。
dlga_id:cyrus_introduce_3|确 实 稀 奇。不 过 我 们 活 在 一 个 非 同 寻 常 的 时 代，你 会 遇 到 比 我 更 加 古 怪、也 更 加 危 险 的 人。况 且 我 是 个 商 人，酒 馆 和 市 场 本 就 是 我 最 该 出 现 的 地 方。
dlga_id:cyrus_introduce_4|商 人？
dlga_id:cyrus_introduce_5|没 错，商 人。我 的 兄 弟 马 卡 斯 和 我 赶 在 那 些 本 就 权 势 滔 天 的 国 王 与 领 主 之 前，找 到 了 余 下 的 魔 法 武 器 和 盔 甲。我 们 并 非 出 于 贪 欲—— 无 论 财 富 还 是 精 神，我 们 都 已 足 够 富 有。我 们 只 想 给 更 值 得 的 勇 士 一 次 机 会，让 他 们 把 这 个 世 界 变 得 更 好。
dlga_id:cyrus_introduce_6|这 么 说，你 完 全 不 信 任 这 个 世 界 的 领 主？
dlga_id:cyrus_introduce_7|倒 也 不 至 于。有 些 国 王 与 领 主 值 得 我 尊 敬，能 够 与 他 们 相 识 也 是 我 的 荣 幸。可 即 便 是 这 些 人，身 边 往 往 也 围 着 几 个 我 绝 不 信 任 的 近 臣。因 此，我 更 愿 意 让 诸 王 国 对 这 桩 小 买 卖 一 无 所 知。
dlga_id:cyrus_introduce_8|若 被 人 发 现，你 不 担 心 后 果 吗？
dlga_id:cyrus_introduce_9|哈 哈 哈，我 和 兄 弟 可 不 是 任 人 拿 捏 的 小 角 色。即 便 他 们 发 现 了，贸 然 动 武 也 只 是 自 取 其 辱。何 况 我 们 行 事 谨 慎、朋 友 众 多，眼 线 与 耳 目 比 他 们 还 多；藏 身 普 通 人 之 中 最 是 安 全，哪 怕 其 中 也 有 你 这 样 不 太 普 通 的 人。我 们 也 不 会 卖 给 任 何 人：我 的 盔 甲 与 守 护 只 属 于 配 得 上 保 护 的 人，马 卡 斯 的 武 器 也 绝 不 会 落 入 无 能 者 手 中。我 们 掌 握 着 足 以 带 来 毁 灭 的 力 量，绝 不 会 轻 视 这 份 责 任。
dlga_id:cyrus_introduce_10|你 为 什 么 说 我 不 普 通？
dlga_id:cyrus_introduce_11|别 在 我 面 前 装 傻。我 看 到 的 比 你 以 为 的 更 多。你 来 到 这 个 世 界，绝 不 是 为 了 过 平 庸 的 一 生！你 渴 望 力 量、领 土 与 财 富。我 还 不 能 确 定 你 是 否 会 让 这 个 世 界 变 得 更 好，但 直 觉 告 诉 我，你 或 许 会。已 经 很 久 没 有 人 配 得 上 我 的 货 物 了；如 今 你 出 现，我 觉 得 自 己 终 于 找 到 了 一 个 顾 客。我 的 货 物 和 力 量 代 价 高 昂，但 像 你 这 样 志 向 高 远 的 人，会 明 白 它 们 物 有 所 值。
dlga_id:cyrus_introduce_12|这 些 物 品 会 在 旅 途 中 助 我 良 多。
dlga_id:cyrus_talk|当 然 会。你 想 看 看 吗？
dlga_id:cyrus_talk_2|日 安，{playername}。有 兴 趣 看 看 我 的 魔 法 物 品 与 守 护 吗？
dlga_id:cyrus_buy_items|有。让 我 看 看 你 出 售 的 物 品。
dlga_id:cyrus_buy_wards|有。我 想 购 买 一 项 能 在 战 斗 中 保 护 我 的 魔 法 守 护。
dlga_id:cyrus_trade_wards|当 然，{playername}。让 我 看 看 能 为 你 做 些 什 么。
dlga_id:cyrus_wardmedals|依 我 看，你 目 前 的 本 领 还 不 足 以 承 受 我 的 守 护。等 学 到 更 多 东 西 后 再 来，或 者 用 赢 得 10场 竞 技 大 会 来 证 明 自 己。你 已 经 赢 过 10场 竞 技 大 会 了 吗？
dlga_id:cyrus_wardmedals_2|当 然。
dlga_id:cyrus_trade_wards_2|让 我 看 看 能 为 你 做 些 什 么。
dlga_id:close_window_62|不，我 还 没 有 赢 过 10场 竞 技 大 会。
dlga_id:cyrus_consider_ward6|我 可 以 为 你 施 加 6+守 护 豁 免，价 格 是 20000枚 金 币。
dlga_id:close_window_63|恐 怕 我 现 在 付 不 起。
dlga_id:cyrus_sell_ward6|当 然，金 币 给 你。
dlga_id:close_window_64|很 好。愿 魔 法 之 风 庇 佑 你。
dlga_id:close_window.1_11|眼 下 这 笔 花 费 太 大 了。
dlga_id:cyrus_consider_ward5|我 可 以 为 你 施 加 5+守 护 豁 免，价 格 是 50000枚 金 币。
dlga_id:close_window_65|恐 怕 我 现 在 付 不 起。
dlga_id:cyrus_sell_ward5|当 然，金 币 给 你。
dlga_id:close_window_66|很 好。愿 魔 法 之 风 庇 佑 你。
dlga_id:close_window.1_12|眼 下 这 笔 花 费 太 大 了。
dlga_id:cyrus_consider_ward4|我 可 以 为 你 施 加 4+守 护 豁 免，价 格 是 80000枚 金 币。
dlga_id:close_window_67|恐 怕 我 现 在 付 不 起。
dlga_id:cyrus_sell_ward4|当 然，金 币 给 你。
dlga_id:close_window_68|很 好。愿 魔 法 之 风 庇 佑 你。
dlga_id:close_window.1_13|眼 下 这 笔 花 费 太 大 了。
dlga_id:close_window_69|恐 怕 我 已 经 没 有 更 多 能 为 你 提 供 的 守 护 了。
dlga_id:cyrus_trade_completed|当 然，{playername}。
dlga_id:cyrus_talk_3|还 有 别 的 事 吗？
dlga_id:close_window_70|没 事 了，多 谢。
dlga_id:cyrus_medals|依 我 看，你 目 前 的 本 领 还 不 足 以 拥 有 我 的 物 品。等 学 到 更 多 东 西 后 再 来，或 者 用 赢 得 10场 竞 技 大 会 来 证 明 自 己。你 已 经 赢 过 10场 竞 技 大 会 了 吗？
dlga_id:cyrus_medals_2|当 然。
dlga_id:cyrus_medals_3|我 就 知 道 你 不 会 让 我 失 望。
dlga_id:cyrus_trade_completed_2|从 今 往 后，我 的 力 量 只 会 愈 发 强 盛。
dlga_id:close_window_71|不，我 还 没 有 赢 过 10场 竞 技 大 会。
dlga_id:close_window.9|恳 请 大 人 把 双 手 放 在 我 看 得 见 的 地 方。
dlga_id:manhunter_talk_b|嘿，那 边 的！最 近 见 过 什 么 不 法 之 徒 吗？
dlga_id:manhunter_talk_b1|见 过，他 们 大 约 一 小 时 前 朝 那 个 方 向 去 了。
dlga_id:close_window_72|我 就 知 道！弟 兄 们，走，宰 了 那 群 杂 种！多 谢 你，朋 友。
dlga_id:manhunter_talk_b2|没 有，最 近 一 个 也 没 见 过。
dlga_id:close_window_73|呸。他 们 像 老 鼠 一 样 躲 在 这 片 土 地 上，但 我 们 迟 早 会 把 他 们 熏 出 来。
dlga_id:looters_2|{s4}
dlga_id:close_window_74|我 可 不 怕 你 们。有 胆 就 来 战！
dlga_id:close_window.1_14|你 只 能 从 我 这 里 得 到 冰 冷 的 钢 铁，渣 滓。
dlga_id:village_farmer_talk|我 的 {reg33?女 士 :领 主 }，我 们 只 是 来 自 {s11} 村 的 穷 苦 农 民。{reg1?我 们 正 把 产 品 运 到 {s12} 的 市 场 去。 :我 们 正 从 {s12} 的 市 场 返 回 我 们 村 庄。 }
dlga_id:farmer_bandit_information|我 正 在 追 捕 一 群 符 合 以 下 特 征 的 山 贼……你 们 见 过 吗？
dlga_id:village_farmer_talk_2|{s15}
dlga_id:close_window_75|等 我 把 你 们 所 有 东 西 都 抢 走，再 看 看 你 们 能 穷 到 什 么 地 步！
dlga_id:close_window.1_15|那 就 继 续 赶 路 吧。告 辞。
dlga_id:minister_issues|我 听 候 您 的 吩 咐，{reg33?我 的 女 士 :陛 下 }。
dlga_id:close_window.10|能 为 您 效 力 是 我 的 荣 幸，{reg33?女 士 :先 生 }。
dlga_id:member_castellan_talk|怎 么 了，{playername}？需 要 我 做 什 么？
dlga_id:member_castellan_talk_2|还 有 别 的 事 吗？
dlga_id:member_review_castle_garrison|我 想 检 阅 城 堡 驻 军。
dlga_id:close_window.11|{s0}
dlga_id:player_camp_choice|日 安，{s5}。有 什 么 吩 咐？
dlga_id:player_camp_start_2|让 我 们 查 看 部 队 名 册。
dlga_id:player_camp_items|我 想 在 这 里 寄 存 一 些 物 品。
dlga_id:player_camp_start_3|我 会 替 你 保 管，{s5}。不 过 请 务 必 留 下 足 够 兵 力，以 免 引 来 匪 徒。
dlga_id:player_camp_ransom_on|只 要 {s0} 出 现 赎 金 经 纪 人，就 把 这 里 的 俘 虏 全 都 卖 给 他。
dlga_id:player_camp_start_4|遵 命。只 要 城 里 来 了 赎 金 经 纪 人，我 就 照 办。
dlga_id:player_camp_ransom_off|不 要 再 自 行 出 售 这 里 的 俘 虏。
dlga_id:player_camp_start_5|遵 命。我 会 把 他 们 安 全 关 在 营 地 里。
dlga_id:player_camp_replace_cmd|我 想 任 命 另 一 名 指 挥 官。
dlga_id:player_camp_disband_test_items|我 想 解 散 营 地。
