qstr_1164|Dummy first line
qstr_DEBUG:_Additional_ou|调 试：其 他 不 法 阵 营 已 重 新 着 色。
qstr_{s1}_{reg3}/{reg2}_|{s1}({reg3}/{reg2})
qstr_{s1}_{reg2}_|{s1}({reg2})
qstr_Move_to_Top|置 顶 
qstr_Move_Up|上 移 
qstr_Move_Down|下 移 
qstr_Move_to_Bottom|置 底 
qstr__Recruiter_Report_|招 募 报 告 
qstr__Update_Order_|更 新 订 单 
qstr__Quit_|离 开 
qstr_Diplomacy|外 交 
qstr_Available|可 用 
qstr_Distance|距 离 
qstr_Ordered|订 单 
qstr_In_Progress|进 展 
qstr_trade^Town|贸 易 ^城 镇 
qstr_avail_{reg59}|可 用：{reg59}
qstr_dist_{reg59}|距 离 {reg59}
qstr_days_{reg60}|所 需 天 数：{reg60}
qstr_ready_|准 备 
qstr_none|无 
qstr_cost_{reg60}|花 费 {reg60}
qstr_order_{reg59}|订 单 {reg59}
qstr__Courtships_in_progr|求 爱 进 展 
qstr__Known_Lords_by_Rela|已 认 识 的 领 主 
qstr__Character_&_Compani|角 色 和 同 伴 
qstr__Done_|完 成 
qstr_Your_supporters|你 的 支 持 者 
qstr_{s10}|{s10}
qstr_All_Factions|所 有 派 系 
qstr_Export/Import|导 出 /导 入 
qstr_Reselect_Banner|重 选 旗 帜 
qstr__Renown:_{reg1}^_Hon|声 望：{reg1}^荣 誉：{reg2}^统 治 权：{reg3}
qstr_{s2}^{s8}^_{s5}_|{s2}^{s8}^({s5})
qstr__Renown:_{reg2}^{s2}|声 望：{reg2}^{s2}^{s0} 的 {s1}
qstr_Name:_{s4}^Level:_{r|名 字：{s4}^等 级：{reg3}^血 量：{reg2}/{reg0}^^{s0}
qstr_Arms|武 器 
qstr_Outfit|装 备 
qstr_Horse|马 匹 
qstr_{s5}^^{s6}^^{s7}|{s5}^^{s6}^^{s7}
qstr_Attributes:|属 性：
qstr_{s3}^STR:_{reg1}^AGI|{s3}^力：{reg1}^敏：{reg2}^智：{reg3}^魅：{reg4}
qstr_{s3}^^Proficiencies:|{s3}^^武 器 熟 练 度：^单 手 武 器：{reg1}^双 手 武 器：{reg2}^{s13}：{reg3}^{s14}：{reg4}^{s15}：{reg5}^投 掷：{reg6}
qstr_Skills:|技 能：
qstr_{s4}^{s1}_:_{reg1}|{s4}^{s1}：{reg1}
qstr__Place_Request_|提 出 请 求 
qstr_order_{reg57}|订 购 {reg57}
qstr_cost_{reg61}|花 费 {reg61}
qstr_How_will_your_male_v|你 的 男 性 封 臣 将 如 何 为 人 所 知？
qstr_How_will_your_female|你 的 女 性 封 臣 将 如 何 为 人 所 知？
qstr_1|1
qstr_2|2
qstr_3|3
qstr_{s31}|{s31}
qstr_Clear|清 空
qstr_{s32}|{s32}
qstr_{s33}|{s33}
qstr_Click_troop_portrait|点 击 部 队 头 像，为 其 选 择 同 伴 栏 位。
qstr_Khorne_is_angered_by|恐 虐 因 你 缺 乏 祭 品 而 愤 怒！
qstr_{s11}|{s11}
qstr_Your_Casualties|我 方 伤 亡
qstr_Enemy_Casualties|敌 军 伤 亡
qstr_{s13}|{s13}
qstr_{s14}|{s14}
qstr__Kill_Count_| 击 杀 统 计
qstr__Continue_|继 续
qstr_Troops|部 队
qstr_K|死 
qstr_W|伤 
qstr_R|逃
qstr_Kills|击 杀 
qstr_Ff|降
qstr_Allies:|盟 友：
qstr_{s15}|{s15}
qstr_{s12}|{s12}
qstr___CONTROLS__^^B_to_s|—— 操 作——^^B键：向 上 滚 动 法 术 列 表^V键：向 下 滚 动 法 术 列 表^N键：显 示 法 术 信 息^M键：集 中 意 志 力^U键：下 一 次 施 法 无 视 负 重 修 正，但 消 耗 更 多 法 力^^^—— 魔 法 基 础——^^施 法 受 魔 法 之 风、技 能、法 术 熟 练 度 和 随 机 判 定 影 响。你 必 须 装 备 所 属 法 系 的 魔 法 物 品，并 留 出 一 个 空 物 品 栏；法 术 卷 轴 须 从 物 品 栏 左 上 角 依 次 放 置。法 杖 不 能 替 代 法 系 物 品，也 不 能 占 用 预 留 空 栏。火 器 不 能 与 魔 法 同 时 使 用。^^^—— 魔 法 技 能——^^法 力 控 制、魔 力 和 魔 法 控 制 均 受 智 力 限 制，最 高 15级。^法 力 控 制 决 定 法 力 上 限 和 魔 法 之 风 判 定 后 的 恢 复 量。达 到 4级 可 按 U键 无 视 下 一 次 施 法 的 负 重 修 正，但 会 按 负 重 提 高 法 力 消 耗；达 到 8级 后 额 外 消 耗 降 低。^魔 力 提 高 法 术 伤 害 及 增 益、减 益 强 度。^魔 法 控 制 决 定 可 学 习、使 用 和 掌 握 的 法 术。法 术 的 准 入 等 级 高 于 魔 法 控 制 时 无 法 使 用；熟 练 等 级 高 于 魔 法 控 制 时 可 能 施 法 失 败。学 习 任 何 法 系 至 少 需 要 1级 魔 法 控 制。^意 志 力 虽 非 魔 法 技 能，但 按 M键 可 强 化 下 一 次 施 法 并 抵 消 1点 负 重 影 响，每 场 战 斗 可 用 次 数 有 限。^^^—— 法 力 与 魔 法 之 风——^^法 力 上 限 由 法 力 控 制 决 定，施 法 或 施 法 失 败 都 会 消 耗 法 力，法 力 药 剂 可 在 战 斗 中 补 充。当 前 法 力 显 示 在 屏 幕 左 上 角。^战 斗 中 每 10秒 进 行 一 次 魔 法 之 风 判 定，结 果 为 1至 10，并 结 合 技 能、护 甲、法 杖、法 术 和 法 系 特 性 计 算 法 力 恢 复。护 甲 过 重 会 降 低 恢 复，甚 至 导 致 法 力 流 失；掷 出 1时 还 会 造 成 负 重 影 响，持 续 到 下 一 次 判 定。^^^—— 施 法 失 败 与 负 重——^^未 完 全 掌 握 法 术 或 受 到 负 重 影 响 时，施 法 可 能 失 败，只 消 耗 法 力 而 不 产 生 效 果。负 重 来 源 如 下：^护 甲 总 重 超 过 23、27、32、45时 分 别 累 计 增 加 1点 负 重；^魔 法 之 风 掷 出 1时 增 加 2点；^手 持 盾 牌 时 增 加 2点，法 杖 除 外；^醉 酒 或 中 毒 会 增 加 不 定 量 负 重；^骑 乘 时，若 骑 术 未 达 到 坐 骑 需 求 加 2，则 会 受 到 骑 乘 施 法 惩 罚，但 不 增 加 负 重 点 数。^负 重 可 以 叠 加。施 法 结 果 按“1D12＋魔 法 控 制 /2＋施 法 加 成－负 重 惩 罚”计 算，并 与 法 术 施 法 难 度 比 较。意 志 力 和 法 杖 可 提 供 施 法 加 成。^^^—— 亚 空 间 恶 魔——^^破 坏 性 魔 法 可 能 撕 开 亚 空 间。范 围 法 术 造 成 的 击 杀 越 多，越 可 能 在 施 法 者 和 敌 军 附 近 召 出 恶 魔；本 场 魔 法 总 击 杀 数 影 响 恶 魔 数 量，意 志 力 和 魔 法 控 制 会 提 高 触 发 门 槛。恶 魔 最 初 会 追 杀 施 法 者 及 其 军 队，之 后 才 会 攻 击 敌 军。^^^—— 法 杖 与 同 伴——^^法 杖 是 无 法 格 挡 的 副 手 武 器，可 增 强 施 法 能 力。部 分 同 伴 会 通 过 世 界 地 图 随 机 事 件 获 得 魔 法，请 勿 提 前 提 升 其 魔 法 技 能，以 免 事 件 覆 盖。魔 法 同 伴 同 样 受 技 能、法 杖 和 负 重 规 则 影 响，但 无 需 装 备 法 系 图 标 或 预 留 空 栏；其 法 杖 可 向 旅 行 酒 馆 中 的 特 殊 法 师 商 人 购 买。
qstr_Back|返 回
qstr_{reg3}|{reg3}
qstr_{reg5}/{reg3}|{reg5}/{reg3}
qstr_{reg6}%|{reg6}%
qstr_{s4}^{s6}__{s5}_|{s4}^{s6} ({s5})
qstr_{reg9}/{reg1}|{reg9}/{reg1}
qstr_{s1}__{s10}_^_{s2}_|{s1} ({s10})^({s2})
qstr_{s1}__{s10}_+_{reg2}|{s1} ({s10} + {reg2})^({s2})
qstr_{reg7}|{reg7}
qstr_{reg8}%|{reg8}%
qstr_{s7}^{s9}__{s8}_|{s7}^{s9} ({s8})
qstr_Troops:^^^^^^^^^^^^^|部 队：^^^^^^^^^^^^^^^^囚 犯：
qstr_Switch_battle_oppone|切 换 战 斗 对 手
qstr_{reg21}_sec|{reg21}秒 
qstr_{s21}|{s21}
qstr_Plan_Deployment|部 署 计 划 
qstr_You_will_have_{reg1}|你 有 {reg1}部 队 可 参 战 
qstr_Troop|部 队 
qstr_#_at_start__/_#_in_p|#上 场 数 量 /#在 队 伍 中 
qstr_/_{reg0}|/ {reg0}
qstr_{reg0}|{reg0}
qstr_of_{reg0}_troops|/{reg0}部 队 
qstr_Ready_Troops|准 备 部 队 
qstr_Reassess|重 新 配 置 
qstr_Scrap_All|全 部 重 置 
qstr_0|0
qstr_Too_many_troops^Chec|部 队 数 量 太 多 ^检 查 可 上 场 数 目。
qstr_Initial|开 场 行 动 指 令 
qstr_Movement_1|行 动 指 令 1 
qstr_Movement_2|行 动 指 令 2 
qstr_Formation|阵 型 
qstr_Attack|武 器 使 用 指 令 
qstr_Weapon_Type|武 器 类 型 
qstr_Shield|盾 牌 
qstr_Skirmish|远 程 指 令 
qstr_Hold_Position|坚 守 阵 地 
qstr_Back_10|退 后 10步 
qstr_Forward_10|前 进 10步 
qstr_Repeat_x|重 复 
qstr_Square|方 形 阵 
qstr_Wedge|楔 形 阵 
qstr_Shieldwall|盾 墙 阵 
qstr_Ranks|列 阵 
qstr_Ranged|远 程 武 器 
qstr_Polearms|长 柄 武 器 
qstr_Two_Handed|双 手 武 器 
qstr_One_Handed|单 手 武 器 
qstr_No_Shields|卸 盾 
qstr_Use_Shields|举 盾 
qstr_Avoid_Melee|回 避 近 战 
qstr_Turn_to_weapon_order|转 到 武 器 命 令 
qstr_Prepare_Orders|准 备 指 令（预 览）
qstr_Dispatch_Orders|下 达 命 令（保 存）
qstr_...Turn_to_positioni|转 到 阵 型 命 令 
qstr_Record_Battle_Size_a|在 此 输 入 战 场 人 数 大 小 
qstr_Record_Battle_Size_as|在 此 输 入 战 场 人 数 大 小：
qstr_The__Weapon_Use_Fixe|“武 器 使 用 修 正”会 改 变 NPC的 武 器 选 择 -^详 情 如 下 表 ^^关 闭 你 不 想 启 用 的 
qstr_Use_NPC_Lancer_Fix:|使 用 NPC骑 枪 修 正：
qstr_Use_NPC_Horse_Archer|使 用 NPC骑 射 修 正：
qstr_Use_NPC_Spear_Fix__d|启 用 NPC长 矛 修 复（已 禁 用）：
qstr_Use_Pike/Horse_Damag|使 用 长 枪 /马 匹 伤 害 修 正：
qstr_Reassign_De_horsed_C|骑 兵 失 去 马 匹 后 归 属 于：
qstr_Reassign_No_Ammo_Arc|射 手 弹 药 用 完 后 归 属 于：
qstr_Enable_Battle_Contin|启 用 击 倒 后 战 场 延 续：
qstr_Formations_Battle_Pl|阵 型 系 统（玩 家 与 AI）：
qstr_Enable_AI_to_use_Spe|AI启 用 特 殊 战 斗 指 令（如 架 矛）：
qstr_Enable_Bodyguards_in|在 村 庄 /城 镇 中 使 用 NPC跟 随：
qstr_Enable_ranged_penalt|使 用 远 程 武 器 天 气 惩 罚：
qstr_Disable_Companions__|关 闭 NPC争 吵：
qstr_Formations_AI|使 用 阵 型 AI 
qstr_Native_AI_w/Formatio|使 用 原 版 AI 
qstr_PBOD_Mod^Options|外 交 策 略 选 项 
qstr_Mouse_over_options_f|鼠 标 指 向 选 项 获 得 更 多 信 息 
qstr_Restore_Defaults|恢 复 默 认 值 
qstr_Key_Settings|按 键 设 置 
qstr_Weapon_Use_Fix_for_L|骑 枪 使 用 修 正 将 强 制 所 有 装 备 有 骑 枪 的 骑 兵 单 位 除 了 被 敌 人 包 围 时 都 使 用 骑 枪 
qstr_Weapon_Use_Fix_for_H|骑 射 单 位 修 正 将 强 制 骑 射 单 位 在 箭 支 用 完 前 强 制 使 用 远 程 武 器 
qstr_Weapon_Use_Fix_for_S|长 杆 武 器 使 用 修 正 会 强 制 步 兵 AI优 先 使 用 长 杆 武 器，除 非 他 们 已 被 敌 人 包 围。^^（因 性 能 原 因 已 禁 用，此 功 能 很 少 生 效。）
qstr_Damage_tweaks_will_g|伤 害 调 整 会 提 高 长 矛 对 马 匹 的 伤 害，以 及 骑 兵 冲 撞 对 步 兵 的 伤 害，用 来 弥 补 AI不 善 使 用 长 杆 武 器 和 冲 锋 的 问 题。
qstr_Mounted_bots_once_th|按 照 设 置，骑 兵 的 马 死 了，可 以 重 新 分 配 到 设 置 好 的 归 属。如 果 激 活，AI将 被 重 新 分 配 到 步 兵。
qstr_Foot_archer_bots_onc|按 照 设 置，射 手 弹 药 耗 尽，可 以 重 新 分 配 到 设 置 好 的 归 属。如 果 激 活，AI将 被 重 新 分 配 到 步 兵。
qstr_Battle_Continuation_|战 场 延 续 允 许 你 的 士 兵 在 你 被 击 倒 后 继 续 战 斗。
qstr_Select_your_prefered|选 择 偏 好 的 战 斗 AI：^“禁 用”使 用 原 版 AI；“阵 型 AI”会 让 AI使 用 阵 型，并 改 变 战 场 决 策；“原 版 AI＋阵 型”保 留 原 版 决 策，但 让 部 队 以 阵 型 执 行 命 令。
qstr_Enabling_AI_Special_|允 许 AI士 兵 会 自 动 使 用 特 殊 指 令，如 齐 射，回 避 近 战，架 矛 
qstr_Bodyguards_allows_yo|允 许 你 的 同 伴 作 为 在 城 镇 和 村 庄 的 场 景 中 你 的 角 色 的 保 镖。保 镖 的 数 量 取 决 于 你 的 魅 力、领 导 能 力 和 声 望。
qstr_The_Weather_Proficie|在 恶 劣 天 气 下（下 雨 /下 雪），所 有 弓 弩 手 的 远 程 熟 练 度 下 降。（弓，弩，投 掷，火 器）
qstr_Disabling_NPC_Compla|禁 用 NPC投 诉 将 会 屏 蔽 你 的 同 伴 的 抱 怨 以 及 彼 此 的 决 策。不 过 不 会 去 除 他 们 的 提 出 的 意 见 所 造 成 的 后 果。
qstr_Keys_Configuration__|按 键 配 置（部 分 功 能 暂 未 实 现）
qstr_Press_Esc_to^^Disabl|按 Esc键^^取 消 按 键 绑 定
qstr_DeathCam_Mouse_Sensi|死 亡 视 角 鼠 标 灵 敏 度 
qstr_OK|确 定 
qstr_Reset|重 置 
qstr_Mod_Options|模 组 选 项
qstr_Press_a_key|按 一 个 键 
qstr_{s10}___Formation_ty|{s10} 阵 型 指 令 
qstr_{s10}___Formations__|{s10} - 阵 型（在 营 地 菜 单 中 启 用）
qstr_{s11}___Weapon_order|{s11} 武 器 指 令 
qstr_{s12}___Shield_order|{s12} 盾 牌 指 令 
qstr_{s13}___Attack_order|{s13} 攻 击 指 令 
qstr_{s10}___Ranks|{s10} 列 阵 
qstr_{s11}___Shieldwall|{s11} 盾 墙 阵 
qstr_{s12}___Wedge|{s12} 楔 形 阵 
qstr_{s13}___Square|{s13} 方 形 阵 
qstr_{s14}___No_Formation|{s14} 解 散 阵 型 
qstr_{s15}___Escape_Menu|{s15} 退 出 菜 单 
qstr_{s11}___One_Handers|{s11} 单 手 武 器 
qstr_{s12}___Two_Handers|{s12} 双 手 武 器 
qstr_{s13}___Polearms|{s13} 长 柄 武 器 
qstr_{s14}___Ranged|{s14} 远 程 武 器 
qstr_{s11}___Use_Shields|{s11} 举 盾 
qstr_{s12}___No_Shields|{s12} 卸 盾 
qstr_{s13}___Free|{s13} 自 由 使 用 盾 牌 
qstr_{s10}___End_Order|{s10} 自 由 行 动 
qstr_{s11}___Skirmish|{s11} 回 避 近 战 
qstr_{s12}___Volley_Fire|{s12} 射 手 齐 射 
qstr_{s13}___Brace_Polear|{s13} 架 矛 
qstr_DeathCam|死 亡 视 角 
qstr_Camera|摄 像 机 
qstr_Follow|跟 随 
qstr_Free|自 由 行 动 中 
qstr_Troop_Assignments|部 队 配 置 
qstr_Split_Troops_into_Se|将 部 队 分 到 第 二 梯 队 
qstr_Troops_by^_Primary_D|主 要 部 队 ^的 兵 种 
qstr_#_in^Main_Division|#在 ^主 梯 队 
qstr_Show/^Hide|显 示 /^隐 藏 
qstr_#_in^Secondary_Divis|#在 ^第 二 梯 队 
qstr_Secondary^Division|第 二 ^梯 队 
qstr_Disabled|禁 用 
qstr_Split_Active|启 用 分 配 
qstr_Clear_All|重 置 
qstr_Discard_Changes|恢 复 默 认 
qstr_Save|保 存 
qstr_Infantry_Unit|步 兵 单 位 
qstr_Ranged_Unit|远 程 单 位 
qstr_Cavalry_Unit|骑 兵 单 位 
qstr_Undefined_Class_#{re|未 定 义 分 队 #{reg31}
qstr_Dodge_Effects:|闪 避 效 果：
qstr_Melee_dodge_percenta|近 战 闪 避 百 分 比：{reg1}
qstr_Throwing_axe_dodge_p|投 掷 斧 躲 闪 率：{reg1}
qstr_Long_bow_dodge_perce|长 弓 躲 闪 率：{reg1}
qstr_Heavy_crossbow_dodge|重 弩 躲 闪 率：{reg1}
qstr_Flintlock_pistol_dod|燧 发 枪 躲 闪 率：{reg1}
qstr_Long_rifle_dodge_per|长 步 枪 躲 闪 率：{reg1}
qstr_These_dodge_values_a|当 骑 乘 或 使 用 武 器 攻 击 时，这 些 闪 避 值 会 降 低。
qstr_Abilities:|特 殊 战 斗 能 力：
qstr_General_Information:|一 般 信 息：
qstr_Weight:|重 量：
qstr_{reg21}|{reg21}
qstr_Armor_Rating:|护 甲 值：
qstr_Level:|等 级：
qstr_Melee_Rating:|近 战 值：
qstr_Health:|生 命：
qstr_Ranged_Rating:|远 程 值：
qstr_Ranged:|远 程：
qstr_Yes|是 
qstr_No|否 
qstr_Mounted:|骑 马：
qstr_Strength:|力 量：
qstr_Intelligence:|智 力：
qstr_Agility:|敏 捷：
qstr_Charisma:|魅 力：
qstr_Power_Strike:|强 击：
qstr_Ironflesh:|铁 骨：
qstr_Power_Draw:|强 弓：
qstr_Shield:|盾 防：
qstr_Power_Throw:|强 掷：
qstr_Athletics:|跑 动：
qstr_Horse_Archery:|骑 射：
qstr_Riding:|骑 术：
qstr_Tactics:|战 术：
qstr_Weapon_Master:|武 器 掌 握：
qstr_Magic_Control:|魔 法 控 制：
qstr_Willpower:|意 志：
qstr_Weapon_Proficiencies|武 器 熟 练 度：
qstr_One_Handed:|单 手 武 器：
qstr_Archery:|弓 箭：
qstr_Two_Handed:|双 手 武 器：
qstr_Crossbows:|弩：
qstr_Polearms:|长 柄 武 器：
qstr_Throwing:|投 掷：
qstr_Firearms:|火 器：
qstr_Equipment:|装 备：
qstr_Faction_models^by_Ge|派 系 模 型 ^由 格 科 库 乔 制 作
qstr_Faction_models^by_di|派 系 模 型 ^由 戴 西 琼 制 作
qstr_Faction_models^by_Fu|派 系 模 型 ^由 富 罗 克 制 作
qstr_Faction_models^by_kr|派 系 模 型 ^由 克 拉 格 瑞 姆 制 作
qstr_Faction_Design^by_va|派 系 设 计 ^由 多 位 艺 术 家 制 作
qstr_TIER_{reg21}|等 级 {reg21}
qstr_Faction_Models^by_Ge|派 系 模 型 ^由 格 科 库 乔 制 作
qstr_Faction_Models^by_Fu|派 系 模 型 ^由 富 罗 克 制 作
qstr_Faction_Models^by_va|派 系 模 型 ^由 多 位 艺 术 家 制 作
qstr_Mercs_1|雇 佣 兵 1
qstr_Mercs_2|雇 佣 兵 2
qstr_Mercs_3|雇 佣 兵 3
qstr_Bandits_1|强 盗 1
qstr_Bandits_2|强 盗 2
qstr_Misc_1|杂 项 1
qstr_Misc_2|杂 项 2
qstr_Companions_1|同 伴 1
qstr_Companions_2|同 伴 2
qstr_Warsword_Conquest_Op|战 剑 征 服 选 项 
qstr_Cheat_enable|启 用 作 弊 
qstr_Auto_Loot_disable|禁 用 自 动 抢 劫 
qstr_Battle_Options|战 斗 选 项 
qstr_Charge_On_Death__now|死 亡 时 部 队 开 始 冲 锋：
qstr_Extra_reinforcement_|增 加 支 援 次 数：
qstr_Over_world_Options|世 界 选 项 
qstr_Wait_Time_Multiplier|等 待 时 间 乘 数：
qstr_Diplomacy_Options|外 交 选 项 
qstr_Horse_speed_limitati|马 匹 速 度 限 制：
qstr_Terrain_advantage_in|自 动 计 算 战 斗 的 地 形 优 势：
qstr_Diplomacy_AI_changes|外 交 AI变 化：
qstr___Disabled__|禁 用 
qstr_Low|低 
qstr_Medium|中 
qstr_High/Experimental|高 
qstr_Diplomacy_economic_c|外 交 经 济 变 化：
qstr_Anti_woman_prejudice|反 女 性 偏 见 程 度：
qstr_High|高 
qstr_Formations_Options|编 队 选 项 
qstr_Disable_Mod_Formatio|禁 用 模 组 阵 型：
qstr_Allow_Formation_Rota|允 许 编 队 旋 转：
qstr_Scale_AI_vs._Battle_|AI等 级 与 战 斗 规 模：
qstr_AI_Defense_Stance_Bl|禁 用 AI防 御 姿 态：
qstr_Put_Player_in_Divisi|设 置 玩 家 分 区：
qstr_Warsword^Options|战 剑 ^选 项 
qstr_Faction_Colors|势 力 颜 色 
qstr_If_Enabled_Cheat_men|如 果 勾 选，则 启 用 作 弊 菜 单 显 示 和 反 馈 开 启。^^默 认 =不 勾 选 
qstr_If_DISABLED_Auto_Loo|如 果 不 勾 选，则 自 动 拾 取 启 用。^^默 认 值 =不 勾 选 
qstr_If_Enabled_your_unit|如 果 勾 选，你 的 单 位 将 在 你 死 亡 时 解 散 队 形 并 冲 锋。^^同 步 外 交 和 PBOD冲 锋 选 项 ^^默 认 =勾 选 
qstr_In_field_battles_and|在 野 战 与 围 城 战 中 增 加 双 方 的 增 援 波 次。^^这 可 能 影 响 稳 定 性 与 平 衡，请 自 行 承 担 风 险。^^默 认 值=0
qstr_This_sets_the_time_m|设 置 休 息 和 等 待 的 时 间 乘 数。^^默 认 值 =3 
qstr_When_enabled_this_ca|勾 选 时，马 在 受 到 伤 害 时 移 动 速 度 变 慢。
qstr_Ticked_autocalculate|勾 选，自 动 战 斗 也 对 魔 法 和 牧 师 施 法 者 生 效。不 勾 选，就 像 在 原 版 和 自 动 战 斗 中 一 样，只 是 根 据 队 伍 的 大 小 和 军 队 的 等 级。
qstr_Low:^^___Center_poin|低：^^-计 算 封 地 分 配 的 点 数 是（村 庄 1/城 堡 2/城 镇 3），而 不 是（村 庄 1/城 堡 1/城 镇 2）。对 于 营 救 囚 犯 和 提 供 礼 物 的 任 务 对 象 已 扩 大 到 包 括 叔 叔，阿 姨 和 姻 亲。^^-修 改 脚 本 计 算 部 队 分 数 为 中 心（这 些 变 化 目 前 只 在 索 赔 任 务 中 相 关）。^^-选 择 新 派 系 时，如 果 满 足 重 新 加 入 的 条 件，则 领 主 们 更 有 可 能 返 回 其 原 始 派 系（除 非 那 是 他 们 被 逐 出 的 派 系）。领 主 的 决 定 也 可 能 会 受 到 他 与 各 派 系 中 其 他 领 主 的 关 系 的 影 响，而 不 仅 仅 是 与 派 系 领 导 人 之 间 的 关 系。^^中：^-在 分 配 封 地 时，领 主 关 系 会 发 生 一 些 变 化。^-国 王 在 派 系 问 题 上 很 少 否 决 领 主。^-在 决 定 谁 拥 有 封 地 时，某 些 人 物 的 参 数 会 发 生 细 微 变 化。如 果 某 些 领 主 与 领 主 之 间 的 关 系 稍 有 负 面（通 常 对 于 所 有 性 格 的 临 界 值 为 0），仍 然 会 优 先 考 虑 那 些 无 领 地 的 领 主 或 占 领 该 领 地 的 领 主。^^-当 领 主 在 正 常 规 则 下 找 不 到 任 何 适 合 封 地 的 人 选 时，他 会 使 用 加 权 计 分 法，而 不 是 支 持 他 自 己。^^-在 出 现“平 均 数 *3/2”的 各 个 地 方，有 时 会 使 用 迭 代 计 算。^^高：^^-当 NPC领 主 或 玩 家 向 该 NPC女 士 求 婚 时，该 女 士 的 监 护 人 的 声 望 会 变 化。^^-当 一 个 派 系 拥 有 无 领 地 领 主 而 又 没 有 无 主 领 地 时，在 某 些 情 况 下，国 王 会 重 新 分 配 他 所 拥 有 的 村 庄。^^
qstr_Low:^^___Caravan_tra|低：^^ - 商 队 贸 易 使 来 源 地 和 目 的 地 都 受 益 ^^ - 当 玩 家 投 降 时，根 据 接 受 投 降 者 和 难 度 设 置，有 机 会 个 人 装 备 不 会 被 掠 夺。（这 是 为 了 解 决 游 戏 性 问 题。在 大 约 前 700天，投 降 相 比 战 斗 到 最 后 一 人 没 有 任 何 好 处。）此 外，修 正 了 书 籍 等 物 品 可 能 被 掠 夺 的 错 误。^^ - 电 脑 控 制 商 队 选 择 下 一 目 的 地 时 会 考 虑 距 离，并 略 更 倾 向 于 访 问 自 己 派 系。此 策 略 与 原 版 混 合，因 此 贸 易 模 式 会 有 所 不 同 但 不 会 剧 烈。^^ - 根 据 繁 荣 度 调 整 城 镇 商 人 金 币（最 多 40%变 化）。^^ - 被 围 困 至 少 48小 时 的 城 镇 中 食 物 价 格 上 涨。^^ - 城 镇 中 贸 易 惩 罚 脚 本 调 整，使 向 专 业 商 人 出 售 货 物 更 高 效。^^普 通：^^ - 城 镇 食 物 消 耗 随 繁 荣 度 增 加 而 增 加。^^ 消 耗 也 随 驻 军 规 模 增 加。^^ - 领 主 的 掠 夺 技 能 影 响 击 败 玩 家 时 夺 取 的 金 币 数 量。^^ - 领 主 的 领 导 技 能 修 改 其 部 队 工 资 成 本，方 式 与 玩 家 相 同。^^ - 玩 家 在 采 邑 被 掠 夺 时 会 损 失 金 币，如 同 领 主。^^ - 随 着 玩 家 进 展，领 主 队 伍 规 模 增 加 的 方 式 同 样 适 用 于 雇 佣 兵 队 伍 规 模，以 保 持 其 相 关 性。（比 率 与 领 主 相 同：每 级 1.25%增 加。）^^ - 如 果 玩 家 拥 有 自 己 的 王 国，其 配 偶 将 获 得 部 分 原 本 应 归 于 君 主 的 奖 金。奖 金 多 少 取 决 于 玩 家 持 有 的 采 邑 数 量。此 奖 金 与 元 帅 奖 金 不 累 积。^^ - 如 果 电 脑 控 制 角 色 拥 有 的 中 心 无 法 支 付 工 资，则 遭 受 损 耗，但 仅 超 过 一 定 阈 值。^^ - 陌 生 人 不 能 获 得 企 业（强 制 为 1而 非 0，所 以 你 必 须 做 点 什 么）。^^高：- 授 予 卡 尔 拉 多 亚 国 王 的 每 周 奖 金 金 币 总 额 保 持 不 变：当 国 王 流 亡 时，其 奖 金 分 配 给 剩 余 国 王。^^ - 如 果 领 主 在 支 付 队 伍 工 资 后 有 人 金 币 盈 余，额 外 部 分 根 据 领 主 是 否 缺 金 或 其 要 塞 是 否 缺 金，分 配 给 领 主 和 其 驻 军 预 算（每 个 城 堡 和 城 镇 有 自 己 的 资 金 池 支 付 士 兵）。（如 果 都 不 缺 金，领 主 拿 走 所 有，如 同 以 前。）^^ - 冒 犯 导 致 的 荣 誉 损 失 部 分 取 决 于 玩 家 当 时 的 荣 誉。声 誉 越 纯 洁，一 次 耻 辱 的 影 响 越 大。^^ - 掠 夺 更 改：村 庄 损 失 的 金 币 从 未 征 收 税 款 中 扣 除，余 额（如 有）再 从 领 主 处 扣 除。^^ - 用 俘 虏 换 现 金
