menu_1164|Dummy first line
mno_id_533|跑 动 设 为 10（饮 用 了 元 素 迅 捷 药 水）。
mno_id_534|感 官 麻 木（止 痛 药 水 激 活 了 无 视 痛 苦）。
mno_id_535|飘 忽 光 环（伪 装 药 水 激 活 了 自 动 潜 行）。
mno_id_536|身 染 瘟 疫（力 量、敏 捷-3，强 击、铁 骨、跑 动-2）。
mno_id_537|膝 盖 与 足 部 受 伤（因 坠 落 导 致 跑 动-2）。
mno_id_538|身 中 剧 毒（持 续 受 到 伤 害）。
mno_id_539|你 已 醉 酒（具 体 效 果 见 近 期 消 息，战 斗 中 亦 会 生 效）。
menu_id_58|你 找 到 了 一 座 地 下 城。{s1}^^^冒 险 者 队 伍：^{s31}^{s32}^{s33}^^^难 度：{reg3}^^完 成 次 数：{reg4}/{reg5}^平 均 难 度：{reg6}
mno_id_543|进 入 地 下 城 
mno_id_544|选 择 你 的 3位 同 伴。
mno_id_545|加 载 特 定 的 地 下 城 1
mno_id_546|加 载 特 定 的 地 下 城 2
mno_id_547|加 载 特 定 的 地 下 城 3
mno_id_548|指 南 与 选 项。
mno_id_549|离 开。
menu_id_59|设 置 地 牢 的 额 外 难 度（1为 标 准）。^当 前 地 牢 难 度 修 正：{s10}^^^^每 一 层 都 藏 有 一 个 可 选 宝 箱，有 时 位 于 隐 蔽 之 处。^难 度 越 高，敌 人 越 强，也 越 有 机 会 获 得 更 好 的 战 利 品。^地 牢 越 长，通 关 奖 励 通 常 越 丰 厚。^掠 夺 技 能 会 略 微 提 高 最 终 宝 藏 获 得 更 高 品 质 物 品 的 几 率。^^等 级 较 高 的 玩 家 与 同 伴 会 引 来 更 可 怕 的 敌 人。^枪 声、爆 炸、体 型 庞 大 的 同 伴 以 及 召 唤 物，都 可 能 引 来 敌 军 增 援。
mno_id_550|提 高 地 牢 难 度 修 正 值。
mno_id_551|降 低 地 牢 难 度 修 正 值。
mno_id_552|敌 人 选 择 为：经 典 随 机。
mno_id_553|敌 人 选 择 为：针 对 性。
mno_id_554|初 始 移 动 顺 序 为：{s11}。
mno_id_555|初 始 射 击 顺 序 为：{s12}。
mno_id_556|返 回 地 下 城 菜 单 
menu_id_60|你 找 到 一 个 地 下 城。{s1}
mno_id_557|加 载 地 下 城 1监 狱 单 人 间 
mno_id_558|加 载 地 下 城 2斯 卡 文 竞 技 场 
mno_id_559|载 入 地 牢 3夜 地 精 瓦 尔 查 斯 要 塞
mno_id_560|加 载 地 下 城 4克 拉 格 的 陷 阱 走 廊 
mno_id_561|加 载 地 下 城 5矮 人 卡 拉 克 · 卡 德 林 
mno_id_562|加 载 地 下 城 6监 狱 楼 梯 
mno_id_563|加 载 地 下 城 7旧 阿 尔 道 夫 秘 密 隧 道 
mno_id_564|加 载 地 下 城 8斯 卡 文 风 暴 大 厅 
mno_id_565|加 载 地 下 城 9矮 人 码 头 巴 拉 克 · 海 门 关 
mno_id_566|加 载 地 下 城 10兽 人 竞 技 场 
mno_id_567|加 载 地 下 城 11兽 人 王 座 室 
mno_id_568|加 载 地 下 城 12矮 人 城 堡 水 晶 通 道 
mno_id_569|加 载 地 下 城 13死 亡 谷 
mno_id_570|加 载 地 下 城 14斯 卡 文 小 裂 缝 木 桥 
mno_id_571|加 载 地 下 城 15矮 人 永 恒 峰 锻 造 炉 中 心 
mno_id_572|返 回。
mno_id_573|加 载 地 下 城 16暗 夜 地 精 隧 道 /裂 缝 
mno_id_574|加 载 地 下 城 17斯 卡 文 竞 技 场 岩 架 和 隧 道 
mno_id_575|加 载 地 下 城 18斯 卡 文 酒 馆 索 桥 
mno_id_576|加 载 地 下 城 19斯 卡 文 镇 朽 毒 桩 
mno_id_577|加 载 地 下 城 20不 死 城 堡 邓 肯 霍 夫 
mno_id_578|加 载 地 下 城 21矮 人 矿 木 墙 
mno_id_579|加 载 地 下 城 22卡 扎 德 激 流 关 内 部 
mno_id_580|载 入 地 牢 23卡 扎 德 黑 暗 房 间 01入 口
mno_id_581|加 载 地 下 城 24卡 扎 德 埃 雷 博 尔 湖 
mno_id_582|载 入 地 牢 25卡 扎 德 黑 暗 房 间 楼 梯 右 侧
mno_id_583|载 入 地 牢 26卡 扎 德 黑 暗 房 间 路 障 办 公 室
mno_id_584|载 入 地 牢 27卡 扎 德 黑 暗 房 间 楼 梯 左 侧
mno_id_585|载 入 地 牢 28卡 扎 德 黑 暗 房 间 短 楼 梯 /走 廊
mno_id_586|载 入 地 牢 29卡 扎 德 黑 暗 房 间 贪 婪 之 井
mno_id_587|载 入 地 牢 30卡 扎 德 黑 暗 房 间 酿 酒 厂
mno_id_589|加 载 地 下 城 31死 眼 洞 穴 
mno_id_590|载 入 地 牢 32索 斯 本 亡 灵 地 下 墓 穴
mno_id_591|载 入 地 牢 33索 斯 本 海 盗 水 道 船
mno_id_592|载 入 地 牢 34教 程 1
mno_id_593|载 入 地 牢 35教 程 2
mno_id_594|载 入 地 牢 36内 部 圆 形 堡 垒 A
mno_id_595|载 入 地 牢 37内 部 方 形 堡 垒 A
mno_id_596|载 入 地 牢 38塔 拉 比 姆 城 墙
mno_id_597|载 入 地 牢 39斯 特 罗 马 斯 特 德 大 厅
mno_id_598|载 入 地 牢 40瑞 克 加 德 隧 道
mno_id_599|载 入 地 牢 41斯 莱 加 黑 暗 隧 道
menu_id_61|你 找 到 一 个 地 下 城。
mno_id_601|地 牢 菜 单。
menu_id_62|{s34}
mno_id_605|深 入 险 境。
mno_id_606|使 用 药 水 治 疗 自 己（{reg40}%）。
mno_id_607|使 用 药 水 治 疗 {s41}（{reg41}%）。
mno_id_608|使 用 药 水 治 疗 {s42}（{reg42}%）。
mno_id_609|使 用 药 水 治 疗 {s43}（{reg43}%）。
mno_id_610|收 拢 战 利 品，离 开 地 牢。
mno_id_611|带 上 目 前 搜 集 的 战 利 品 离 开。
menu_id_63|你 已 经 征 服 了 这 座 地 牢，并 将 其 中 的 财 宝 尽 数 收 入 囊 中。回 到 军 中 时，士 兵 们 以 胜 利 的 欢 呼 迎 接 你，随 后 重 新 列 队，准 备 踏 上 接 下 来 的 征 程。
menu_id_64|你 扎 下 营 地。你 想 做 什 么？
mno_id_614|检 视 部 队
mno_id_615|执 行 行 动
mno_id_616|在 腰 带 上 存 放 最 多 {reg2}瓶 药 水
mno_id_617| 
mno_id_618|更 改 战 剑 征 服 设 置 
mno_id_619|PBOD模 组 偏 好 设 置
mno_id_620|管 理 自 动 拾 取 /装 备 设 置
mno_id_621|自 动 拾 取 需 要 物 品 管 理 或 掠 夺 达 到 2级。
mno_id_622|布 尔 斯 帕 的 额 外 选 项
mno_id_623|在 这 里 待 一 会 儿。
mno_id_624|作 弊 菜 单 
menu_id_65|选 择 作 弊 功 能：
mno_id_626|前 往 第 二 页 营 地 作 弊 菜 单［测 试 人 员 专 用］
mno_id_627|寻 找 物 品……
mno_id_638|获 得 250金 币 
mno_id_639|治 疗 队 伍 
mno_id_640|增 加 队 伍 经 验 
mno_id_646|改 变 天 气 
menu_id_68|选 择 你 要 做 的 事：
mno_id_660|前 往 第 二 页 
mno_id_661|将 卷 轴 存 入 法 术 书（战 斗 中 仍 可 使 用）
mno_id_662|建 立 一 个 营 地。
mno_id_663|从 俘 虏 中 招 募 一 部 分 人 加 入 队 伍。
mno_id_664|选 一 本 书 读。
mno_id_665|按 等 级 对 玩 家 部 队 进 行 排 序 
mno_id_666|导 出 /导 入 NPC
mno_id_667|更 改 角 色 或 王 国 的 文 化 与 默 认 兵 种。
mno_id_669|饮 用 一 瓶 药 水 或 使 用 物 品
mno_id_670|激 活 伊 兹 尔 护 身 符 
mno_id_671|伊 兹 尔 护 身 符 已 激 活 
mno_id_672|伊 兹 尔 护 身 符 已 经 失 去 力 量，只 有 伊 兹 尔 能 恢 复 护 符 的 能 量 
mno_id_673|退 回 营 地 菜 单。
menu_id_69|选 择 你 要 做 的 事：
mno_id_674|作 弊 菜 单：成 为 神 祇（测 试 用）
mno_id_675|调 整 范 围 伤 害 修 正
mno_id_676|调 整 恶 魔 显 现 等 级
mno_id_677|关 闭 新 音 乐（当 前 开 启，可 能 对 视 频 制 作 者 造 成 问 题）
mno_id_678|开 启 新 音 乐（当 前 关 闭）
mno_id_679|战 争 模 式（警 告：可 能 导 致 AI问 题）
mno_id_680|作 弊：定 位 特 殊 人 物
mno_id_681|返 回 营 地 行 动 菜 单。
menu_id_70|设 置 范 围 伤 害 修 正 百 分 比（正 常 伤 害 为 100%）。^当 前 范 围 伤 害 修 正：{s10}%
mno_id_682|将 范 围 伤 害 修 正 设 为 125%
mno_id_683|将 范 围 伤 害 修 正 设 为 100%
mno_id_684|将 范 围 伤 害 修 正 设 为 75%
mno_id_685|将 范 围 伤 害 修 正 设 为 50%
mno_id_686|将 范 围 伤 害 修 正 设 为 25%
mno_id_687|将 范 围 伤 害 修 正 设 为 10%
mno_id_688|将 范 围 伤 害 修 正 设 为 1%
mno_id_689|返 回 布 尔 斯 帕 菜 单。
menu_id_71|设 置 因 过 量 魔 法 杀 戮 而 引 发 的 恶 魔 显 现 等 级。^当 前 等 级：{s10}^^普 通 与 严 重 等 级 下，施 法 者 以 范 围 法 术 杀 敌 时 会 获 得 少 量 额 外 经 验。
mno_id_690|将 恶 魔 显 现 设 为 轻 微
mno_id_691|将 恶 魔 显 现 设 为 普 通
mno_id_692|将 恶 魔 显 现 设 为 严 重
menu_id_72|正 在 定 位 特 殊 人 物：^{s10}^{s11}^{s12}
menu_id_73|战 争 模 式 
mno_id_695|启 用 全 面 混 战 模 式
mno_id_696|激 活 世 界 大 战 模 式 
mno_id_697|激 活 世 界 和 平 模 式 
mno_id_698|将 世 界 战 争 状 态 重 置 为 游 戏 开 局
mno_id_699|登 上 敌 舰。
mno_id_700|允 许 AI派 系 缔 结 和 平（当 前 禁 用）
mno_id_703|更 改 你 的 王 国 配 色。
mno_id_704|重 命 名 你 的 王 国。
mno_id_705|结 束 冒 险 生 涯。
mno_id_706|管 理 分 队 兵 种 编 组。
mno_id_707|更 换 外 观。
mno_id_708|作 弊：显 示 强 盗 巢 穴。
mno_id_709|重 命 名 你 的 队 伍 
mno_id_710|禁 用 攻 城 战 中 的 魔 法
mno_id_711|启 用 攻 城 战 中 的 魔 法
mno_id_712|每 日 按 等 级 整 理 NPC队 伍：关 闭
mno_id_713|每 日 按 等 级 整 理 NPC队 伍：开 启
mno_id_714|非 施 法 者 显 示 魔 法 之 风 检 定：关 闭
mno_id_715|非 施 法 者 显 示 魔 法 之 风 检 定：开 启
menu_id_74|你 想 更 换 为 哪 种 外 观？
mno_id_717|人 类 男 性
mno_id_718|人 类 女 性
mno_id_723|大 型 生 物
mno_id_724|精 灵 男 性
mno_id_729|地 精 
menu_id_75|你 想 喝 哪 瓶 药 水：
mno_id_733|喝 一 瓶 治 疗 药 水 
mno_id_734|喝 一 瓶 力 量 药 水 
mno_id_735|喝 一 瓶 韧 性 药 水 
mno_id_736|点 燃 治 疗 熏 香
mno_id_737|喝 一 瓶 不 稳 定 药 水 
mno_id_738|喝 一 瓶 迅 捷 药 水 
mno_id_739|饮 用 知 识 药 水
mno_id_740|喝 一 瓶 止 痛 药 水 
mno_id_741|喝 一 瓶 伪 装 药 水
mno_id_742|喝 一 瓶 祛 病 药 水。
menu_id_76|你 答 应 给 予 这 些 俘 虏 自 由，条 件 是 他 们 必 须 以 士 兵 身 份 加 入 你 的 队 伍。{s18}
mno_id_744|接 纳 他 们。
mno_id_745|拒 绝 他 们。
menu_id_77|你 没 有 俘 虏 可 以 招 募。
menu_id_78|选 一 本 书 读：
mno_id_748|{s1}.
menu_id_79|修 改 {s27} 的 旗 帜（最 近 交 谈 的 领 主）。
menu_id_80|你 的 冒 险 已 经 来 到 第 {reg0}天，当 前 运 势 为 {reg1}。^你 确 定 要 结 束 冒 险 生 涯 吗？
mno_id_759|是 的。
mno_id_760|不。
menu_id_81|主 意 已 定，你 决 心 告 别 冒 险 者 的 生 活，从 此 安 顿 下 来。你 变 卖 武 器 与 盔 甲，带 上 所 有 积 蓄，策 马 消 失 在 落 日 余 晖 之 中……
mno_id_761|别 了。
menu_id_82|你 遇 到 了 一 群 牛。
mno_id_762|驱 赶 牛 群 继 续 前 进。
mno_id_763|带 着 牛 群 随 队 而 行。
mno_id_764|让 牛 群 停 下
mno_id_765|宰 杀 部 分 牲 畜
menu_id_83|你 想 宰 杀 多 少 牲 畜？^^你 的 物 品 栏 还 有 {reg28}个 空 位，每 头 牲 畜 会 产 出 2组 肉。
mno_id_767|{reg5}.
mno_id_768|一。
mno_id_769|二。
mno_id_770|三。
mno_id_771|四。
mno_id_772|五。
mno_id_773|十 头。
mno_id_774|二 十 头。
menu_id_85|你 与 对 手 各 自 做 好 了 决 斗 准 备。
menu_id_87|{s2} 你 有 {reg10}名 可 以 投 入 战 斗 的 士 兵，敌 军 则 有 {reg11}人。^^（P、C与 I快 捷 键 已 启 用。）{s4}
mno_id_778|选 择 谁 与 你 一 起 加 入 战 斗。
mno_id_779|部 署 与 敌 军 交 战 的 战 术。
mno_id_780|计 划 已 定。开 战！
mno_id_781|重 新 评 估 形 势。
mno_id_782|进 入 战 场。
mno_id_783|亲 自 率 领 部 队。
mno_id_784|冲 锋 杀 敌！
mno_id_785|逼 近 敌 舰 并 发 起 接 舷 战。
mno_id_786|留 在 后 方，下 令 部 队 自 行 进 攻。
mno_id_787|作 弊：以 你 所 属 文 化 的 部 队 大 致 复 制 敌 军 阵 容。
mno_id_789|后 撤，留 下 部 分 士 兵 断 后。
mno_id_790|投 降。
menu_id_88|作 为 队 伍 中 战 术 最 高 的 成 员（{reg2}级），{reg3?你 制 定:{s3} 制 定}了 一 项 计 划，可 以 让 你 和 其 余 部 下 保 住 性 命 并 成 功 撤 离，但 必 须 留 下 {reg4}名 士 兵 阻 挡 追 兵。
mno_id_791|执 行 计 划。这 些 人 的 牺 牲 将 拯 救 其 余 部 队。
mno_id_792|不，我 们 绝 不 抛 下 任 何 战 友。
menu_id_89|你 命 令 {reg4}名 士 兵 留 下 阻 挡 敌 军，自 己 则 率 领 其 余 部 队 撤 退。
menu_id_90|你 的 部 队 开 始 准 备 向 敌 军 发 起 进 攻。
mno_id_794|下 令 进 攻（此 举 始 终 伴 随 风 险）。
mno_id_795|召 回 他 们
menu_id_91|{s4}^^我 军 伤 亡：{s8}^^敌 军 伤 亡：{s9}
mno_id_796|命 令 士 兵 继 续 进 攻。
mno_id_797|召 回 你 的 士 兵。
menu_id_92|{s11}^^击 杀 统 计：^^我 军 伤 亡：{s8}{s10}^^敌 军 伤 亡：{s9}
menu_id_93|你 不 该 看 这 个……{s9}
menu_id_94|{s17}
menu_id_96|你 借 助 暮 色 与 阴 影 躲 过 了 胜 利 者 的 搜 捕。
menu_id_97|{s0}
mno_id_803|{s0}
menu_id_98|你 撞 见 {s2} 与 {s1} 正 在 交 战。你 决 定……
mno_id_804|介 入 帮 助 {s2}。（{s21}）
mno_id_805|前 去 援 助 {s1}。（{s21}）
mno_id_806|不 插 手。
menu_id_99|你 正 协 助 {s2} 对 抗 {s1}。你 有 {reg10}名 可 以 投 入 战 斗 的 士 兵，敌 军 则 有 {reg11}人。^^（P、C与 I快 捷 键 已 启 用。）{s4}
mno_id_814|登 舰 攻 击 敌 军
mno_id_815|留 在 后 方，命 令 部 队 与 盟 军 一 同 进 攻。
mno_id_817|你 伤 势 过 重，无 法 战 斗 {reg33?:}
menu_id_100|{s4}^^ 我 军 伤 亡：{s8}^^ 盟 军 伤 亡：{s9}^^ 敌 军 伤 亡：{s10}
menu_id_101|进 入 森 达 弗。
mno_id_617_door|通 往 城 镇 中 心 的 门。
menu_id_102|你 进 入 了 盐 矿。
mno_id_824|进 入 
menu_id_103|你 进 入 了 四 方 客 栈。
menu_id_105|你 进 入 了 多 拉 克 要 塞。
menu_id_106|{s1} 正 遭 到 {s2} 围 攻。^^（P、C与 I快 捷 键 已 启 用。）
mno_id_836|前 往 围 城 营 地。
mno_id_837|穿 过 围 城 阵 线，进 入 {s1}。
menu_id_107|围 城 者 没 有 阻 拦，任 由 你 靠 近 城 门。
menu_id_108|{s1} 仍 在 遭 受 围 攻。{s2} 的 旗 帜 飘 扬 在 围 城 营 地 上 方，你 和 部 下 在 那 里 受 到 了 欢 迎。^^（P、C与 I快 捷 键 已 启 用。）{s4}
mno_id_840|要 求 和 指 挥 官 会 面。
mno_id_845|参 加 下 一 轮 攻 城。
mno_id_846|留 在 后 方，命 令 部 队 参 加 下 一 轮 攻 城。
menu_id_109|你 在 {s2} 的 外 面。{s11}{s3}{s4}
mno_id_849|靠 近 城 门，向 守 卫 喊 话。
mno_id_850|乔 装 打 扮，尝 试 潜 入 {s7}。
mno_id_851|围 攻 {reg6?城 镇 :城 堡 }，镇 压 叛 乱。
mno_id_852|开 始 谈 判。
mno_id_853|围 攻 {reg6?城 镇 :城 堡 }。
menu_id_110|你 来 到 城 门 前，城 墙 上 的 守 卫 正 严 密 注 视 着 你。
mno_id_857|要 求 进 入 城 堡。
mno_id_858|要 求 和 城 堡 中 的 某 人 会 面。
menu_id_111|片 刻 后，守 卫 打 开 城 门，准 许 你 的 队 伍 进 入。
menu_id_112|此 地 领 主 已 经 禁 止 你 入 内。卫 队 长 警 告 说，若 你 再 向 前 一 步，城 墙 上 的 弓 手 便 会 放 箭。
menu_id_113|你 想 要 见 谁？
mno_id_862|{s5}.
mno_id_872|算 了。
menu_id_114|你 的 会 面 请 求 被 送 入 城 中。不 久 后，{s6} 来 到 庭 院 与 你 交 谈。
menu_id_115|你 正 在 围 攻 {s1}。{s2}{s3}^^（P、C与 I快 捷 键 已 启 用。）{s4}
mno_id_874|要 求 和 城 堡 的 指 挥 官 会 面。
mno_id_875|等 到 明 天。
mno_id_880|亲 自 率 领 士 兵 攻 城。
mno_id_881|率 领 士 兵 攻 城（为 低 配 置 电 脑 使 用 简 化 原 版 场 景）。
mno_id_882|留 在 后 方，命 令 士 兵 发 起 进 攻……
mno_id_883|准 备 云 梯，进 攻 城 墙。
mno_id_884|建 立 攻 城 塔。
mno_id_885|在 攻 城 战 中 禁 用 巨 人（可 能 引 发 问 题）
mno_id_886|在 攻 城 战 中 启 用 巨 人（可 能 引 发 问 题）
mno_id_889|放 弃 围 城。
menu_id_116|守 军 出 城 迎 战，试 图 击 退 你 的 进 攻。
mno_id_892|继 续……（若 担 心 崩 溃，使 用 简 化 场 景）
menu_id_117|作 为 队 伍 中 工 程 学 最 高 的 成 员（{reg2}级），{reg3?你 估 计:{s3} 估 计}建 造 足 够 攻 城 使 用 的 云 梯 需 要 {reg4}小 时。
mno_id_893|开 始 准 备。
menu_id_118|作 为 队 伍 中 工 程 学 最 高 的 成 员（{reg2}级），{reg3?你 制 定 :{s3} 制 定 }建 造 一 座 攻 城 塔 需 要 {reg4}小 时。
mno_id_895|开 始 建 造。
menu_id_119|{s4}^^ 我 军 伤 亡：{s8}^^ 敌 军 伤 亡：{s9}
menu_id_120|这 里 没 什 么 可 看 的。
menu_id_121|{s3} 已 经 落 入 你 的 军 队 之 手，你 如 今 完 全 控 制 了 这 座 {reg2?城 镇:城 堡}。你 可 以 掠 取 价 值 {reg3}枚 金 币 的 战 利 品。{reg1?你 可 以 在 此 驻 军，抵 御 试 图 {reg2:夺 回 它:夺 回 它} 的 敌 人；还 必 须 决 定 是 将 这 座 {reg2?城 镇:城 堡} 留 给 自 己，还 是 封 给 可 信 赖 的 封 臣。:}
mno_id_899|洗 劫 此 地，将 所 有 战 利 品 据 为 己 有。
mno_id_900|洗 劫 此 地，并 与 随 军 封 臣 平 分 战 利 品。
mno_id_901|洗 劫 此 地，并 与 所 有 封 臣 平 分 战 利 品。
menu_id_122|{s3} 已 经 落 入 你 的 军 队 之 手，你 如 今 完 全 控 制 了 这 座 城 堡。该 派 人 向 {s9} 禀 报 胜 利 了。{s5}
mno_id_903|请 求 将 {s3} 封 给 你。
mno_id_904|请 求 将 {s3} 封 给 你 的 配 偶。
mno_id_905|什 么 也 不 要 求。
menu_id_123|你 收 到 了 君 主 {s3} 的 消 息。^^{reg4?她:他} 决 定 将 {s2}{reg3?以 及 附 近 的 {s4} 村:} 封 给 你，其 全 部 头 衔 与 收 入 也 一 并 授 予；只 要 你 继 续 以 {reg4?她:他} 之 名 履 行 效 忠 誓 言，这 份 封 赏 便 始 终 有 效。
mno_id_906|继 续
menu_id_124|你 收 到 了 君 主 {s3} 的 消 息。^^{reg4?她:他} 决 定 将 {s2}{reg3?以 及 附 近 的 {s4} 村:} 封 给 你 的 配 偶 {s7}。
menu_id_125|你 收 到 了 君 主 {s3} 的 信。^^恭 喜 你 建 立 战 功 并 攻 占 {s2}，这 是 一 场 令 人 振 奋 的 胜 利！^你 也 请 求 获 得 此 地，但 遗 憾 的 是，我 无 法 答 应，因 为 你 在 我 的 王 国 中 已 经 拥 有 领 地。我 已 送 去 {reg6}枚 金 币，以 补 偿 你 的 征 战 开 销。^至 于 {s2}，我 已 行 使 权 力，将 其 封 给 {s5}。
mno_id_908|接 受 你 的 君 主 的 决 定。
mno_id_909|你 受 到 了 不 公！向 你 的 君 主 宣 布 放 弃 你 的 誓 言！{reg33?:}
menu_id_126|你 收 到 了 君 主 {s3} 的 消 息。^^恭 喜 你 建 立 战 功 并 攻 占 {s2}，这 是 一 场 令 人 振 奋 的 胜 利！^你 请 求 将 征 服 之 地 封 给 你 的 {reg33?丈 夫:妻 子}，但 遗 憾 的 是，我 无 法 答 应，因 为 你 的 {reg33?丈 夫:妻 子} 在 我 的 王 国 中 已 经 拥 有 大 片 领 地。为 作 补 偿，请 收 下 {reg6}枚 金 币，用 于 弥 补 征 战 开 销。^至 于 {s2}，我 已 决 定 将 其 封 给 {s5}。
menu_id_127|背 弃 誓 言 是 一 项 严 重 之 举。你 的 领 主 可 能 会 谴 责 你，并 没 收 你 的 土 地 与 产 业。然 而，若 你 自 愿 将 这 些 领 地 交 还，领 主 也 许 会 放 下 这 场 背 叛，不 诉 诸 武 力。
mno_id_911|背 弃 誓 言，并 交 出 你 的 全 部 领 地。
mno_id_912|背 弃 誓 言，并 以 自 己 的 名 义 统 治 包 括 {s2} 在 内 的 领 地。
mno_id_913|保 持 忠 诚 并 接 受 决 定 {reg33?:}
menu_id_128|你 的 领 主 提 议 扩 大 你 的 领 地！{s1} 告 知 你，{reg4?她:他} 愿 将 {s2} 交 给 你，作 为 对 你 忠 诚 服 务 的 报 酬，且 不 影 响 你 现 有 的 领 地。你 如 何 答 复？
mno_id_914|接 受 封 赏。
mno_id_915|拒 绝。你 无 意 领 有 {s2}。
menu_id_129|在 简 短 的 仪 式 上，你 被 正 式 宣 布 为 {s2}{reg3?及 其 附 属 村 庄 {s4}:} 的 新 领 主。{reg3?它 们 将:它 将} 构 成 你 领 地 的 重 要 部 分。现 在 你 可 以 收 取 私 人 领 地 的 租 金 与 收 入，从 民 众 中 征 募 士 兵，并 按 意 愿 治 理 土 地；同 时 也 必 须 保 护 领 地 及 居 民 免 遭 袭 击，维 护 法 律 与 秩 序。
